psraw, FUNCTION, (psrawInstr), Function description, 
psrld, FUNCTION, (psrldInstr), Function description, 
psrlq, FUNCTION, (psrlqInstr), Function description, 
psrlw, FUNCTION, (psrlwInstr), Function description, 
psubb, FUNCTION, (psubbInstr), Function description, 
psubd, FUNCTION, (psubdInstr), Function description, 
psubq, FUNCTION, (psubqInstr), Function description, 
psubw, FUNCTION, (psubwInstr), Function description, 
pusha, FUNCTION, (pushaInstr), Function description, 
pushd, FUNCTION, (pushdInstr), Function description, 
pushf, FUNCTION, (pushfInstr), Function description, 
pword, KEYWORD, datatype,4, pword
qword, KEYWORD, datatype,5, qword
radix, FUNCTION, (RadixDirective), Function description, 
rcpps, FUNCTION, (rcppsInstr), Function description, 
rcpss, FUNCTION, (rcpssInstr), Function description, 
rdmsr, FUNCTION, (rdmsrInstr), Function description, 
rdpmc, FUNCTION, (rdpmcInstr), Function description, 
rdtsc, FUNCTION, (rdtscInstr), Function description, 
repne, FUNCTION, (repneInstr), Function description, 
repnz, FUNCTION, (repnzInstr), Function description, 
retfw, FUNCTION, (retfwInstr), Function description, 
retfd, FUNCTION, (retfdInstr), Function description, 
retfq, FUNCTION, (retfqInstr), Function description, 
scasb, FUNCTION, (scasbInstr), Function description, 
scasd, FUNCTION, (scasdInstr), Function description, 
scasq, FUNCTION, (scasqInstr), Function description, 
scasw, FUNCTION, (scaswInstr), Function description, 
segcs, FUNCTION, (segcsInstr), Function description, 
segds, FUNCTION, (segdsInstr), Function description, 
seges, FUNCTION, (segesInstr), Function description, 
segfs, FUNCTION, (segfsInstr), Function description, 
seggs, FUNCTION, (seggsInstr), Function description, 
segss, FUNCTION, (segssInstr), Function description, 
setae, FUNCTION, (setaeInstr), Function description, 
setbe, FUNCTION, (setbeInstr), Function description, 
setge, FUNCTION, (setgeInstr), Function description, 
setle, FUNCTION, (setleInstr), Function description, 
setna, FUNCTION, (setnaInstr), Function description, 
setnb, FUNCTION, (setnbInstr), Function description, 
setnc, FUNCTION, (setncInstr), Function description, 
setne, FUNCTION, (setneInstr), Function description, 
setng, FUNCTION, (setngInstr), Function description, 
setnl, FUNCTION, (setnlInstr), Function description, 
setno, FUNCTION, (setnoInstr), Function description, 
setnp, FUNCTION, (setnpInstr), Function description, 
setns, FUNCTION, (setnsInstr), Function description, 
setnz, FUNCTION, (setnzInstr), Function description, 
setpe, FUNCTION, (setpeInstr), Function description, 
setpo, FUNCTION, (setpoInstr), Function description, 
short, KEYWORD, distspec,1, short
stack, FUNCTION, (StackDirective), Function description, 
stosb, FUNCTION, (stosbInstr), Function description, 
stosd, FUNCTION, (stosdInstr), Function description, 
stosq, FUNCTION, (stosqInstr), Function description, 
stosw, FUNCTION, (stoswInstr), Function description, 
struc, FUNCTION, (StrucDirective), Function description, 
subpd, FUNCTION, (subpdInstr), Function description, 
subps, FUNCTION, (subpsInstr), Function description, 
subsd, FUNCTION, (subsdInstr), Function description, 
subss, FUNCTION, (subssInstr), Function description, 
tbyte, KEYWORD, datatype,6, tbyte
tword, KEYWORD, datatype,6, tword
use16, FUNCTION, (Use16Directive), Function description, 
use32, FUNCTION, (Use32Directive), Function description, 
use64, FUNCTION, (Use64Directive), Function description, 
wrmsr, FUNCTION, (wrmsrInstr), Function description, 
xlatb, FUNCTION, (xlatInstr), Function description, 
xmm10, KEYWORD, SSE2Reg,2, xmm10
xmm11, KEYWORD, SSE2Reg,3, xmm11
xmm12, KEYWORD, SSE2Reg,4, xmm12
xmm13, KEYWORD, SSE2Reg,5, xmm13
xmm14, KEYWORD, SSE2Reg,6, xmm14
xmm15, KEYWORD, SSE2Reg,7, xmm15
xorpd, FUNCTION, (xorpdInstr), Function description, 
xorps, FUNCTION, (xorpsInstr), Function description, 
andnpd, FUNCTION, (andnpdInstr), Function description, 
andnps, FUNCTION, (andnpsInstr), Function description, 
cmovae, FUNCTION, (cmovaeInstr), Function description, 
cmovbe, FUNCTION, (cmovbeInstr), Function description, 
cmovge, FUNCTION, (cmovgeInstr), Function description, 
cmovle, FUNCTION, (cmovleInstr), Function description, 
cmovna, FUNCTION, (cmovbeInstr), Function description, 
cmovnb, FUNCTION, (cmovaeInstr), Function description, 
cmovnc, FUNCTION, (cmovaeInstr), Function description, 
cmovne, FUNCTION, (cmovnzInstr), Function description, 
cmovng, FUNCTION, (cmovleInstr), Function description, 
cmovnl, FUNCTION, (cmovgeInstr), Function description, 
cmovno, FUNCTION, (cmovnoInstr), Function description, 
cmovnp, FUNCTION, (cmovpoInstr), Function description, 
cmovns, FUNCTION, (cmovnsInstr), Function description, 
cmovnz, FUNCTION, (cmovnzInstr), Function description, 
cmovpe, FUNCTION, (cmovpInstr), Function description, 
cmovpo, FUNCTION, (cmovpoInstr), Function description, 
comisd, FUNCTION, (comisdInstr), Function description, 
comiss, FUNCTION, (comissInstr), Function description, 
dqword, KEYWORD, DataType,7, 
elseif, FUNCTION, (ElseIfDirective), Function description, 
enterd, FUNCTION, (enterdInstr), Function description, 
extern, FUNCTION, (ExternDirective), Function description, 
export, KEYWORD, Error2, Error2, DW             (ExportDirective)
fcmovb, FUNCTION, (fcmovbInstr), Function description, 
fcmove, FUNCTION, (fcmoveInstr), Function description, 
fcmovu, FUNCTION, (fcmovuInstr), Function description, 
fcomip, FUNCTION, (fcomipInstr), Function description, 
fcompp, FUNCTION, (fcomppInstr), Function description, 
fdivrp, FUNCTION, (fdivrpInstr), Function description, 
ffreep, FUNCTION, (ffreepInstr), Function description, 
ficomp, FUNCTION, (ficompInstr), Function description, 
fidivr, FUNCTION, (fidivrInstr), Function description, 
fisttp, FUNCTION, (fisttpInstr), Function description, 
fisubr, FUNCTION, (fisubrInstr), Function description, 
fldenv, FUNCTION, (fldenvInstr), Function description, 
fldl2e, FUNCTION, (fldl2eInstr), Function description, 
fldl2t, FUNCTION, (fldl2tInstr), Function description, 
fldlg2, FUNCTION, (fldlg2Instr), Function description, 
fldln2, FUNCTION, (fldln2Instr), Function description, 
fnclex, FUNCTION, (fnclexInstr), Function description, 
fndisi, FUNCTION, (fndisiInstr), Function description, 
fninit, FUNCTION, (fninitInstr), Function description, 
fnsave, FUNCTION, (fnsaveInstr), Function description, 
fnstcw, FUNCTION, (fnstcwInstr), Function description, 
fnstsw, FUNCTION, (fnstswInstr), Function description, 
format, FUNCTION, (FormatDirective), Function description, 
fpatan, FUNCTION, (fpatanInstr), Function description, 
fprem1, FUNCTION, (fprem1Instr), Function description, 
frstor, FUNCTION, (frstorInstr), Function description, 
fsaved, FUNCTION, (fsavedInstr), Function description, 
fsavew, FUNCTION, (fsavewInstr), Function description, 
fscale, FUNCTION, (fscaleInstr), Function description, 
fsetpm, FUNCTION, (fsetpmInstr), Function description, 
fstenv, FUNCTION, (fstenvInstr), Function description, 
fsubrp, FUNCTION, (fsubrpInstr), Function description, 
fucomi, FUNCTION, (fucomiInstr), Function description, 
fucomp, FUNCTION, (fucompInstr), Function description, 
fxsave, FUNCTION, (fxsaveInstr), Function description, 
global, FUNCTION, (GlobalDirective), Function description, 
haddpd, FUNCTION, (haddpdInstr), Function description, 
haddps, FUNCTION, (haddpsInstr), Function description, 
hsubpd, FUNCTION, (hsubpdInstr), Function description, 
hsubps, FUNCTION, (hsubpsInstr), Function description, 
ifndef, FUNCTION, (IfNDefDirective), Function description, 
invlpg, FUNCTION, (invlpgInstr), Function description, 
invoke, FUNCTION, (InvokeDirective), Function description, 
import, KEYWORD, Error2, Error2, DW             (ImportDirective)
leaved, FUNCTION, (leavedInstr), Function description, 
lfence, FUNCTION, (lfenceInstr), Function description, 
loopde, FUNCTION, (loopdzInstr), Function description, 
loopdz, FUNCTION, (loopdzInstr), Function description, 
loopne, FUNCTION, (loopnzInstr), Function description, 
loopnz, FUNCTION, (loopnzInstr), Function description, 
mfence, FUNCTION, (mfenceInstr), Function description, 
movapd, FUNCTION, (movapdInstr), Function description, 
movaps, FUNCTION, (movapsInstr), Function description, 
movdqa, FUNCTION, (movdqaInstr), Function description, 
movdqu, FUNCTION, (movdquInstr), Function description, 
movhpd, FUNCTION, (movhpdInstr), Function description, 
movhps, FUNCTION, (movhpsInstr), Function description, 
movlpd, FUNCTION, (movlpdInstr), Function description, 
movlps, FUNCTION, (movlpsInstr), Function description, 
movnti, FUNCTION, (movntiInstr), Function description, 
movntq, FUNCTION, (movntqInstr), Function description, 
movsxd, FUNCTION, (movsxdInstr), Function description, 
movupd, FUNCTION, (movupdInstr), Function description, 
movups, FUNCTION, (movupsInstr), Function description, 
offset, KEYWORD, operator, AddOp, offset
option, FUNCTION, (OptionDirective), Function description, 
paddsb, FUNCTION, (paddsbInstr), Function description, 
paddsw, FUNCTION, (paddswInstr), Function description, 
pascal, KEYWORD, Lang,1, pascal
pextrw, FUNCTION, (pextrwInstr), Function description, 
pfnacc, FUNCTION, (pfnaccInstr), Function description, 
pfsubr, FUNCTION, (pfsubrInstr), Function description, 
pinsrw, FUNCTION, (pinsrwInstr), Function description, 
pmaxsw, FUNCTION, (pmaxswInstr), Function description, 
pmaxub, FUNCTION, (pmaxubInstr), Function description, 
pminsw, FUNCTION, (pminswInstr), Function description, 
pminub, FUNCTION, (pminubInstr), Function description, 
pmulhw, FUNCTION, (pmulhwInstr), Function description, 
pmullw, FUNCTION, (pmullwInstr), Function description, 
pmvlzb, FUNCTION, (pmvlzbInstr), Function description, 
pmvnzb, FUNCTION, (pmvnzbInstr), Function description, 
prolog, KEYWORD, Lang,2, prolog
psadbw, FUNCTION, (psadbwInstr), Function description, 
pshufd, FUNCTION, (pshufdInstr), Function description, 
pshufw, FUNCTION, (pshufwInstr), Function description, 
pslldq, FUNCTION, (pslldqInstr), Function description, 
psrldq, FUNCTION, (psrldqInstr), Function description, 
psubsb, FUNCTION, (psubsbInstr), Function description, 
psubsw, FUNCTION, (psubswInstr), Function description, 
pswapd, FUNCTION, (pswapdInstr), Function description, 
public, FUNCTION, (PublicDirective), Function description, 
pushad, FUNCTION, (pushadInstr), Function description, 
pushfd, FUNCTION, (pushfdInstr), Function description, 
pushfq, FUNCTION, (pushfqInstr), Function description, 
pushfw, FUNCTION, (pushfwInstr), Function description, 
repeat, FUNCTION, (RepeatDirective), Function description, 
setalc, FUNCTION, (setalcInstr), Function description, 
setnae, FUNCTION, (setnaeInstr), Function description, 
setnbe, FUNCTION, (setnbeInstr), Function description, 
setnge, FUNCTION, (setngeInstr), Function description, 
setnle, FUNCTION, (setnleInstr), Function description, 
sfence, FUNCTION, (sfenceInstr), Function description, 
shufpd, FUNCTION, (shufpdInstr), Function description, 
shufps, FUNCTION, (shufpsInstr), Function description, 
sqrtpd, FUNCTION, (sqrtpdInstr), Function description, 
sqrtps, FUNCTION, (sqrtpsInstr), Function description, 
sqrtsd, FUNCTION, (sqrtsdInstr), Function description, 
sqrtss, FUNCTION, (sqrtssInstr), Function description, 
strmid, KEYWORD, operator,12, strmid
struct, FUNCTION, (StrucDirective), Function description, 
swapgs, FUNCTION, (SwapGSInstr), Function description, 
sysret, FUNCTION, (sysretInstr), Function description, 
wbinvd, FUNCTION, (wbinvdInstr), Function description, 
clflush, FUNCTION, (clflushInstr), Function description, 
cmovnae, FUNCTION, (cmovbInstr), Function description, 
cmovnbe, FUNCTION, (cmovaInstr), Function description, 
cmovnge, FUNCTION, (cmovlInstr), Function description, 
cmovnle, FUNCTION, (cmovgInstr), Function description, 
cmpeqpd, FUNCTION, (cmpeqpdInstr), Function description, 
cmpeqps, FUNCTION, (cmpeqpsInstr), Function description, 
cmpeqsd, FUNCTION, (cmpeqsdInstr), Function description, 
cmpeqss, FUNCTION, (cmpeqssInstr), Function description, 
cmplepd, FUNCTION, (cmplepdInstr), Function description, 
cmpleps, FUNCTION, (cmplepsInstr), Function description, 
cmplesd, FUNCTION, (cmplesdInstr), Function description, 
cmpless, FUNCTION, (cmplessInstr), Function description, 
cmpltpd, FUNCTION, (cmpltpdInstr), Function description, 
cmpltps, FUNCTION, (cmpltpsInstr), Function description, 
cmpltsd, FUNCTION, (cmpltsdInstr), Function description, 
cmpltss, FUNCTION, (cmpltssInstr), Function description, 
cmpxchg, FUNCTION, (cmpxchgInstr), Function description, 
comment, FUNCTION, (CommentDirective), Function description, 
fcmovbe, FUNCTION, (fcmovbeInstr), Function description, 
fcmovnb, FUNCTION, (fcmovnbInstr), Function description, 
fcmovne, FUNCTION, (fcmovneInstr), Function description, 
fcmovnu, FUNCTION, (fcmovnuInstr), Function description, 
fdecstp, FUNCTION, (fdecstpInstr), Function description, 
fincstp, FUNCTION, (fincstpInstr), Function description, 
fldenvd, FUNCTION, (fldenvdInstr), Function description, 
fldenvw, FUNCTION, (fldenvwInstr), Function description, 
fnldenv, FUNCTION, (fnldenvInstr), Function description, 
fnrstor, FUNCTION, (fnrstorInstr), Function description, 
fnsaved, FUNCTION, (fnsavedInstr), Function description, 
fnsavew, FUNCTION, (fnsavewInstr), Function description, 
fnstenv, FUNCTION, (fnstenvInstr), Function description, 
frndint, FUNCTION, (frndintInstr), Function description, 
frstord, FUNCTION, (frstordInstr), Function description, 
frstorw, FUNCTION, (frstorwInstr), Function description, 
fsincos, FUNCTION, (fsincosInstr), Function description, 
fstenvd, FUNCTION, (fstenvdInstr), Function description, 
fstenvw, FUNCTION, (fstenvwInstr), Function description, 
fucomip, FUNCTION, (fucomipInstr), Function description, 
fucompp, FUNCTION, (fucomppInstr), Function description, 
fxrstor, FUNCTION, (fxrstorInstr), Function description, 
fxtract, FUNCTION, (fxtractInstr), Function description, 
fyl2xp1, FUNCTION, (fyl2xp1Instr), Function description, 
include, FUNCTION, (IncludeDirective), Function description, 
ldmxcsr, FUNCTION, (ldmxcsrInstr), Function description, 
loadall, FUNCTION, (loadallInstr), Function description, 
loopdne, FUNCTION, (loopdnzInstr), Function description, 
loopdnz, FUNCTION, (loopdnzInstr), Function description, 
monitor, FUNCTION, (monitorInstr), Function description, 
movddup, FUNCTION, (movddupInstr), Function description, 
movdq2q, FUNCTION, (movdq2qInstr), Function description, 
movhlps, FUNCTION, (movhlpsInstr), Function description, 
movlhps, FUNCTION, (movlhpsInstr), Function description, 
movntdq, FUNCTION, (movntdqInstr), Function description, 
movntpd, FUNCTION, (movntpdInstr), Function description, 
movntps, FUNCTION, (movntpsInstr), Function description, 
movq2dq, FUNCTION, (movq2dqInstr), Function description, 
paddsiw, FUNCTION, (paddsiwInstr), Function description, 
paddusb, FUNCTION, (paddusbInstr), Function description, 
paddusw, FUNCTION, (padduswInstr), Function description, 
pavgusb, FUNCTION, (pavgusbInstr), Function description, 
pcmpeqb, FUNCTION, (pcmpeqbInstr), Function description, 
pcmpeqd, FUNCTION, (pcmpeqdInstr), Function description, 
pcmpeqw, FUNCTION, (pcmpeqwInstr), Function description, 
pcmpgtb, FUNCTION, (pcmpgtbInstr), Function description, 
pcmpgtd, FUNCTION, (pcmpgtdInstr), Function description, 
pcmpgtw, FUNCTION, (pcmpgtwInstr), Function description, 
pdistib, FUNCTION, (pdistibInstr), Function description, 
pfcmpeq, FUNCTION, (pfcmpeqInstr), Function description, 
pfcmpge, FUNCTION, (pfcmpgeInstr), Function description, 
pfcmpgt, FUNCTION, (pfcmpgtInstr), Function description, 
pfpnacc, FUNCTION, (pfpnaccInstr), Function description, 
pfrsqrt, FUNCTION, (pfrsqrtInstr), Function description, 
pmaddwd, FUNCTION, (pmaddwdInstr), Function description, 
pmulhrw, FUNCTION, (pmulhrwInstr), Function description, 
pmulhuw, FUNCTION, (pmulhuwInstr), Function description, 
pmuludq, FUNCTION, (pmuludqInstr), Function description, 
pmvgezb, FUNCTION, (pmvgezbInstr), Function description, 
private, KEYWORD, options,11, private
pshufhw, FUNCTION, (pshufhwInstr), Function description, 
pshuflw, FUNCTION, (pshuflwInstr), Function description, 
psubsiw, FUNCTION, (psubsiwInstr), Function description, 
psubusb, FUNCTION, (psubusbInstr), Function description, 
psubusw, FUNCTION, (psubuswInstr), Function description, 
rsqrtps, FUNCTION, (rsqrtpsInstr), Function description, 
rsqrtss, FUNCTION, (rsqrtssInstr), Function description, 
section, FUNCTION, (SegmentDirective), Function description, 
segment, FUNCTION, (SegmentDirective), Function description, 
stdcall, KEYWORD, Lang,3, StdCall
stmxcsr, FUNCTION, (stmxcsrInstr), Function description, 
strleft, KEYWORD, operator,13, strleft
strscan, KEYWORD, operator,14, strscan
syscall, FUNCTION, (syscallInstr), Function description, 
sysexit, FUNCTION, (sysexitInstr), Function description, 
typedef, FUNCTION, (typedefDirective), Function description, 
ucomisd, FUNCTION, (ucomisdInstr), Function description, 
ucomiss, FUNCTION, (ucomissInstr), Function description, 
addsubpd, FUNCTION, (addsubpdInstr), Function description, 
addsubps, FUNCTION, (addsubpsInstr), Function description, 
cmpneqpd, FUNCTION, (cmpneqpdInstr), Function description, 
cmpneqps, FUNCTION, (cmpneqpsInstr), Function description, 
cmpneqsd, FUNCTION, (cmpneqsdInstr), Function description, 
cmpneqss, FUNCTION, (cmpneqssInstr), Function description, 
cmpnlepd, FUNCTION, (cmpnlepdInstr), Function description, 
cmpnleps, FUNCTION, (cmpnlepsInstr), Function description, 
cmpnlesd, FUNCTION, (cmpnlesdInstr), Function description, 
cmpnless, FUNCTION, (cmpnlessInstr), Function description, 
cmpnltpd, FUNCTION, (cmpnltpdInstr), Function description, 
cmpnltps, FUNCTION, (cmpnltpsInstr), Function description, 
cmpnltsd, FUNCTION, (cmpnltsdInstr), Function description, 
cmpnltss, FUNCTION, (cmpnltssInstr), Function description, 
cmpordpd, FUNCTION, (cmpordpdInstr), Function description, 
cmpordps, FUNCTION, (cmpordpsInstr), Function description, 
cmpordsd, FUNCTION, (cmpordsdInstr), Function description, 
cmpordss, FUNCTION, (cmpordssInstr), Function description, 
cvtdq2pd, FUNCTION, (cvtdq2pdInstr), Function description, 
cvtdq2ps, FUNCTION, (cvtdq2psInstr), Function description, 
cvtpd2dq, FUNCTION, (cvtpd2dqInstr), Function description, 
cvtpd2pi, FUNCTION, (cvtpd2piInstr), Function description, 
cvtpd2ps, FUNCTION, (cvtpd2psInstr), Function description, 
cvtpi2pd, FUNCTION, (cvtpi2pdInstr), Function description, 
cvtpi2ps, FUNCTION, (cvtpi2psInstr), Function description, 
cvtps2dq, FUNCTION, (cvtps2dqInstr), Function description, 
cvtps2pd, FUNCTION, (cvtps2pdInstr), Function description, 
cvtps2pi, FUNCTION, (cvtps2piInstr), Function description, 
cvtsd2si, FUNCTION, (cvtsd2siInstr), Function description, 
cvtsd2ss, FUNCTION, (cvtsd2ssInstr), Function description, 
cvtsi2sd, FUNCTION, (cvtsi2sdInstr), Function description, 
cvtsi2ss, FUNCTION, (cvtsi2ssInstr), Function description, 
cvtss2sd, FUNCTION, (cvtss2sdInstr), Function description, 
cvtss2si, FUNCTION, (cvtss2siInstr), Function description, 
fcmovnbe, FUNCTION, (fcmovnbeInstr), Function description, 
fnstenvd, FUNCTION, (fnstenvdInstr), Function description, 
fnstenvw, FUNCTION, (fnstenvwInstr), Function description, 
function, FUNCTION, (FunctionDirective), Function description, 
maskmovq, FUNCTION, (maskmovqInstr), Function description, 
movmskpd, FUNCTION, (movmskpdInstr), Function description, 
movmskps, FUNCTION, (movmskpsInstr), Function description, 
movshdup, FUNCTION, (movshdupInstr), Function description, 
movsldup, FUNCTION, (movsldupInstr), Function description, 
packssdw, FUNCTION, (packssdwInstr), Function description, 
packsswb, FUNCTION, (packsswbInstr), Function description, 
packuswb, FUNCTION, (packuswbInstr), Function description, 
pfrcpit1, FUNCTION, (pfrcpit1Instr), Function description, 
pfrcpit2, FUNCTION, (pfrcpit2Instr), Function description, 
pfrsqit1, FUNCTION, (pfrsqit1Instr), Function description, 
pmachriw, FUNCTION, (pmachriwInstr), Function description, 
pmovmskb, FUNCTION, (pmovmskbInstr), Function description, 
pmulhriw, FUNCTION, (pmulhriwInstr), Function description, 
prefetch, FUNCTION, (prefetchInstr), Function description, 
strlcase, KEYWORD, operator,10, strlcase
strright, KEYWORD, operator,15, strright
strucase, KEYWORD, operator,11, strucase
sysenter, FUNCTION, (sysenterInstr), Function description, 
unpckhpd, FUNCTION, (unpckhpdInstr), Function description, 
unpckhps, FUNCTION, (unpckhpsInstr), Function description, 
unpcklpd, FUNCTION, (unpcklpdInstr), Function description, 
unpcklps, FUNCTION, (unpcklpsInstr), Function description, 
cmpxchg8b, FUNCTION, (cmpxchg8bInstr), Function description, 
cvttpd2dq, FUNCTION, (cvttpd2dqInstr), Function description, 
cvttpd2pi, FUNCTION, (cvttpd2piInstr), Function description, 
cvttps2dq, FUNCTION, (cvttps2dqInstr), Function description, 
cvttps2pi, FUNCTION, (cvttps2piInstr), Function description, 
cvttsd2si, FUNCTION, (cvttsd2siInstr), Function description, 
cvttss2si, FUNCTION, (cvttss2siInstr), Function description, 
includerc, FUNCTION, (IncludeRCDirective), Function description, 
prefetchw, FUNCTION, (prefetchwInstr), Function description, 
punpckhbw, FUNCTION, (punpckhbwInstr), Function description, 
punpckhdq, FUNCTION, (punpckhdqInstr), Function description, 
punpckhwd, FUNCTION, (punpckhwdInstr), Function description, 
punpcklbw, FUNCTION, (punpcklbwInstr), Function description, 
punpckldq, FUNCTION, (punpckldqInstr), Function description, 
punpcklwd, FUNCTION, (punpcklwdInstr), Function description, 
cmpunordpd, FUNCTION, (cmpunordpdInstr), Function description, 
cmpunordps, FUNCTION, (cmpunordpsInstr), Function description, 
cmpunordsd, FUNCTION, (cmpunordsdInstr), Function description, 
cmpunordss, FUNCTION, (cmpunordssInstr), Function description, 
cmpxchg16b, FUNCTION, (CmpXChg16BInstr), Function description, 
includebin, FUNCTION, (IncludeBinDirective), Function description, 
includelib, FUNCTION, (IncludeLibDirective), Function description, 
maskmovdqu, FUNCTION, (maskmovdquInstr), Function description, 
prefetcht0, FUNCTION, (prefetcht0Instr), Function description, 
prefetcht1, FUNCTION, (prefetcht1Instr), Function description, 
prefetcht2, FUNCTION, (prefetcht2Instr), Function description, 
prefetchnta, FUNCTION, (prefetchntaInstr), Function description, 
