cmps, FUNCTION, (cmpsInstr), Function description, 
cr10, KEYWORD, CtrlReg64,2, 
cr11, KEYWORD, CtrlReg64,3, 
cr12, KEYWORD, CtrlReg64,4, 
cr13, KEYWORD, CtrlReg64,5, 
cr14, KEYWORD, CtrlReg64,6, 
cr15, KEYWORD, CtrlReg64,7, 
cwde, FUNCTION, (cwdeInstr), Function description, 
dr10, KEYWORD, DbgReg64,2, 
dr11, KEYWORD, DbgReg64,3, 
dr12, KEYWORD, DbgReg64,4, 
dr13, KEYWORD, DbgReg64,5, 
dr14, KEYWORD, DbgReg64,6, 
dr15, KEYWORD, DbgReg64,7, 
echo, FUNCTION, (EchoMacro), Function description, 
else, FUNCTION, (ElseDirective), Function description, 
emms, FUNCTION, (emmsInstr), Function description, 
endm, FUNCTION, (EndMDirective), Function description, 
endp, FUNCTION, (EndPDirective), Function description, 
ends, FUNCTION, (EndSDirective), Function description, 
even, FUNCTION, (AlignDirective), Function description, 
fabs, FUNCTION, (fabsInstr), Function description, 
fadd, FUNCTION, (faddInstr), Function description, 
fbld, FUNCTION, (fbldInstr), Function description, 
fchs, FUNCTION, (fchsInstr), Function description, 
fcom, FUNCTION, (fcomInstr), Function description, 
fcos, FUNCTION, (fcosInstr), Function description, 
fdiv, FUNCTION, (fdivInstr), Function description, 
feni, FUNCTION, (feniInstr), Function description, 
fild, FUNCTION, (fildInstr), Function description, 
fist, FUNCTION, (fistInstr), Function description, 
fld1, FUNCTION, (fld1Instr), Function description, 
fldz, FUNCTION, (fldzInstr), Function description, 
fmul, FUNCTION, (fmulInstr), Function description, 
fnop, FUNCTION, (fnopInstr), Function description, 
fsin, FUNCTION, (fsinInstr), Function description, 
fstp, FUNCTION, (fstpInstr), Function description, 
fsub, FUNCTION, (fsubInstr), Function description, 
ftst, FUNCTION, (ftstInstr), Function description, 
fxam, FUNCTION, (fxamInstr), Function description, 
fxch, FUNCTION, (fxchInstr), Function description, 
halt, FUNCTION, (HaltMacro), Function description, 
high, KEYWORD, operator,5, high
ibts, FUNCTION, (ibtsInstr), Function description, 
idiv, FUNCTION, (idivInstr), Function description, 
imul, FUNCTION, (imulInstr), Function description, 
insb, FUNCTION, (insbInstr), Function description, 
insd, FUNCTION, (insdInstr), Function description, 
insw, FUNCTION, (inswInstr), Function description, 
into, FUNCTION, (intoInstr), Function description, 
invd, FUNCTION, (invdInstr), Function description, 
iret, FUNCTION, (iretInstr), Function description, 
irps, FUNCTION, (IRPSMacro), Function description, 
jcxz, FUNCTION, (jcxzInstr), Function description, 
jnae, FUNCTION, (jbInstr), Function description, 
jnbe, FUNCTION, (jaInstr), Function description, 
jnge, FUNCTION, (jlInstr), Function description, 
jnle, FUNCTION, (jgInstr), Function description, 
lahf, FUNCTION, (lahfInstr), Function description, 
lgdt, FUNCTION, (lgdtInstr), Function description, 
lidt, FUNCTION, (lidtInstr), Function description, 
lldt, FUNCTION, (lldtInstr), Function description, 
lmsw, FUNCTION, (lmswInstr), Function description, 
lock, FUNCTION, (lockInstr), Function description, 
lods, FUNCTION, (lodsInstr), Function description, 
loop, FUNCTION, (loopInstr), Function description, 
movd, FUNCTION, (movdInstr), Function description, 
movq, FUNCTION, (movqInstr), Function description, 
movs, FUNCTION, (movsInstr), Function description, 
near, KEYWORD, distspec,2, near
none, KEYWORD, options,0, none
orpd, FUNCTION, (orpdInstr), Function description, 
orps, FUNCTION, (orpsInstr), Function description, 
outs, FUNCTION, (outsInstr), Function description, 
pand, FUNCTION, (pandInstr), Function description, 
popa, FUNCTION, (popaInstr), Function description, 
popf, FUNCTION, (popfInstr), Function description, 
proc, FUNCTION, (ProcDirective), Function description, 
push, FUNCTION, (pushInstr), Function description, 
pxor, FUNCTION, (pxorInstr), Function description, 
r10b, KEYWORD, LMReg8,2, r10b
r10d, KEYWORD, LMReg32,2, r10d
r10w, KEYWORD, LMReg16,2, r10w
r11b, KEYWORD, LMReg8,3, r11b
r11d, KEYWORD, LMReg32,3, r11d
r11w, KEYWORD, LMReg16,3, r11w
r12b, KEYWORD, LMReg8,4, r12b
r12d, KEYWORD, LMReg32,4, r12d
r12w, KEYWORD, LMReg16,4, r12w
r13b, KEYWORD, LMReg8,5, r13b
r13d, KEYWORD, LMReg32,5, r13d
r13w, KEYWORD, LMReg16,5, r13w
r14b, KEYWORD, LMReg8,6, r14b
r14d, KEYWORD, LMReg32,6, r14d
r14w, KEYWORD, LMReg16,6, r14w
r15b, KEYWORD, LMReg8,7, r15b
r15d, KEYWORD, LMReg32,7, r15d
r15w, KEYWORD, LMReg16,7, r15w
repe, FUNCTION, (repeInstr), Function description, 
repz, FUNCTION, (repzInstr), Function description, 
retd, FUNCTION, (retdInstr), Function description, 
retf, FUNCTION, (retfInstr), Function description, 
retn, FUNCTION, (retnInstr), Function description, 
retq, FUNCTION, (retqInstr), Function description, 
retw, FUNCTION, (retwInstr), Function description, 
sahf, FUNCTION, (sahfInstr), Function description, 
scas, FUNCTION, (scasInstr), Function description, 
seta, FUNCTION, (setaInstr), Function description, 
setb, FUNCTION, (setbInstr), Function description, 
setc, FUNCTION, (setcInstr), Function description, 
sete, FUNCTION, (seteInstr), Function description, 
setg, FUNCTION, (setgInstr), Function description, 
setl, FUNCTION, (setlInstr), Function description, 
seto, FUNCTION, (setoInstr), Function description, 
setp, FUNCTION, (setpInstr), Function description, 
sets, FUNCTION, (setsInstr), Function description, 
setz, FUNCTION, (setzInstr), Function description, 
sgdt, FUNCTION, (sgdtInstr), Function description, 
shld, FUNCTION, (shldInstr), Function description, 
shrd, FUNCTION, (shrdInstr), Function description, 
sidt, FUNCTION, (sidtInstr), Function description, 
size, KEYWORD, Operator,6, size
sldt, FUNCTION, (sldtInstr), Function description, 
smsw, FUNCTION, (smswInstr), Function description, 
stos, FUNCTION, (stosInstr), Function description, 
test, FUNCTION, (testInstr), Function description, 
type, KEYWORD, Operator,7, type
umov, FUNCTION, (umovInstr), Function description, 
uses, KEYWORD, options,12, uses
verr, FUNCTION, (verrInstr), Function description, 
verw, FUNCTION, (verwInstr), Function description, 
wait, FUNCTION, (waitInstr), Function description, 
word, KEYWORD, datatype,2, word
xadd, FUNCTION, (xaddInstr), Function description, 
xbts, FUNCTION, (xbtsInstr), Function description, 
xchg, FUNCTION, (xchgInstr), Function description, 
xlat, FUNCTION, (xlatInstr), Function description, 
xmm0, KEYWORD, sseReg,0, xmm0
xmm1, KEYWORD, sseReg,1, xmm1
xmm2, KEYWORD, sseReg,2, xmm2
xmm3, KEYWORD, sseReg,3, xmm3
xmm4, KEYWORD, sseReg,4, xmm4
xmm5, KEYWORD, sseReg,5, xmm5
xmm6, KEYWORD, sseReg,6, xmm6
xmm7, KEYWORD, sseReg,7, xmm7
xmm8, KEYWORD, sse2Reg,0, xmm8
xmm9, KEYWORD, sse2Reg,1, xmm9
ymm0, KEYWORD, avxReg,0, ymm0
ymm1, KEYWORD, avxReg,1, ymm1
ymm2, KEYWORD, avxReg,2, ymm2
ymm3, KEYWORD, avxReg,3, ymm3
ymm4, KEYWORD, avxReg,4, ymm4
ymm5, KEYWORD, avxReg,5, ymm5
ymm6, KEYWORD, avxReg,6, ymm6
ymm7, KEYWORD, avxReg,7, ymm7
ymm8, KEYWORD, avxReg,8, ymm8
ymm9, KEYWORD, avxReg,9, ymm9
ymm10, KEYWORD, avxReg,10, ymm10
ymm11, KEYWORD, avxReg,11, ymm11
ymm12, KEYWORD, avxReg,12, ymm12
ymm13, KEYWORD, avxReg,13, ymm13
ymm14, KEYWORD, avxReg,14, ymm14
ymm15, KEYWORD, avxReg,15, ymm15
ymm16, KEYWORD, avxReg,16,ymm16
ymm17, KEYWORD, avxReg,17,ymm17
ymm18, KEYWORD, avxReg,18,ymm18
ymm19, KEYWORD, avxReg,19,ymm19
ymm20, KEYWORD, avxReg,20,ymm20
ymm21, KEYWORD, avxReg,21,ymm21
ymm22, KEYWORD, avxReg,22,ymm22
ymm23, KEYWORD, avxReg,23,ymm23
ymm24, KEYWORD, avxReg,24,ymm24
ymm25, KEYWORD, avxReg,25,ymm25
ymm26, KEYWORD, avxReg,26,ymm26
ymm27, KEYWORD, avxReg,27,ymm27
ymm28, KEYWORD, avxReg,28,ymm28
ymm29, KEYWORD, avxReg,29,ymm29
ymm30, KEYWORD, avxReg,30,ymm30
ymm31, KEYWORD, avxReg,31,ymm31
zmm0, KEYWORD, avx512Reg,0,zmm0
zmm1, KEYWORD, avx512Reg,1,zmm1
zmm2, KEYWORD, avx512Reg,2,zmm2
zmm3, KEYWORD, avx512Reg,3,zmm3
zmm4, KEYWORD, avx512Reg,4,zmm4
zmm5, KEYWORD, avx512Reg,5,zmm5
zmm6, KEYWORD, avx512Reg,6,zmm6
zmm7, KEYWORD, avx512Reg,7,zmm7
zmm8, KEYWORD, avx512Reg,8,zmm8
zmm9, KEYWORD, avx512Reg,9,zmm9
zmm10, KEYWORD, avx512Reg,10,zmm10
zmm11, KEYWORD, avx512Reg,11,zmm11
zmm12, KEYWORD, avx512Reg,12,zmm12
zmm13, KEYWORD, avx512Reg,13,zmm13
zmm14, KEYWORD, avx512Reg,14,zmm14
zmm15, KEYWORD, avx512Reg,15,zmm15
zmm16, KEYWORD, avx512Reg,16,zmm16
zmm17, KEYWORD, avx512Reg,17,zmm17
zmm18, KEYWORD, avx512Reg,18,zmm18
zmm19, KEYWORD, avx512Reg,19,zmm19
zmm20, KEYWORD, avx512Reg,20,zmm20
zmm21, KEYWORD, avx512Reg,21,zmm21
zmm22, KEYWORD, avx512Reg,22,zmm22
zmm23, KEYWORD, avx512Reg,23,zmm23
zmm24, KEYWORD, avx512Reg,24,zmm24
zmm25, KEYWORD, avx512Reg,25,zmm25
zmm26, KEYWORD, avx512Reg,26,zmm26
zmm27, KEYWORD, avx512Reg,27,zmm27
zmm28, KEYWORD, avx512Reg,28,zmm28
zmm29, KEYWORD, avx512Reg,29,zmm29
zmm30, KEYWORD, avx512Reg,30,zmm30
zmm31, KEYWORD, avx512Reg,31,zmm31
addpd, FUNCTION, (addpdInstr), Function description, 
addps, FUNCTION, (addpsInstr), Function description, 
addsd, FUNCTION, (addsdInstr), Function description, 
addss, FUNCTION, (addssInstr), Function description, 
align, FUNCTION, (AlignDirective), Function description, 
andpd, FUNCTION, (andpdInstr), Function description, 
andps, FUNCTION, (andpsInstr), Function description, 
basic, KEYWORD, Lang,1, Basic
bound, FUNCTION, (boundInstr), Function description, 
bswap, FUNCTION, (bswapInstr), Function description, 
callf, FUNCTION, (callInstr), Function description, 
cmova, FUNCTION, (cmovaInstr), Function description, 
cmovb, FUNCTION, (cmovbInstr), Function description, 
cmovc, FUNCTION, (cmovbInstr), Function description, 
cmove, FUNCTION, (cmovzInstr), Function description, 
cmovg, FUNCTION, (cmovgInstr), Function description, 
cmovl, FUNCTION, (cmovlInstr), Function description, 
cmovo, FUNCTION, (cmovoInstr), Function description, 
cmovp, FUNCTION, (cmovpInstr), Function description, 
cmovs, FUNCTION, (cmovsInstr), Function description, 
cmovz, FUNCTION, (cmovzInstr), Function description, 
cmppd, FUNCTION, (cmppdInstr), Function description, 
cmpps, FUNCTION, (cmppsInstr), Function description, 
cmpsb, FUNCTION, (cmpsbInstr), Function description, 
cmpsd, FUNCTION, (cmpsdInstr), Function description, 
cmpsq, FUNCTION, (cmpsqInstr), Function description, 
cmpss, FUNCTION, (cmpssInstr), Function description, 
cmpsw, FUNCTION, (cmpswInstr), Function description, 
cpuid, FUNCTION, (cpuidInstr), Function description, 
divpd, FUNCTION, (divpdInstr), Function description, 
divps, FUNCTION, (divpsInstr), Function description, 
divsd, FUNCTION, (divsdInstr), Function description, 
divss, FUNCTION, (divssInstr), Function description, 
dword, KEYWORD, datatype,3, dword
endif, FUNCTION, (EndIfDirective), Function description, 
enter, FUNCTION, (enterInstr), Function description, 
exitm, FUNCTION, (ExitMDirective), Function description, 
extrn, FUNCTION, (ExternDirective), Function description, 
f2xm1, FUNCTION, (f2xm1Instr), Function description, 
faddp, FUNCTION, (faddpInstr), Function description, 
fbstp, FUNCTION, (fbstpInstr), Function description, 
fclex, FUNCTION, (fclexInstr), Function description, 
fcomi, FUNCTION, (fcomiInstr), Function description, 
fcomp, FUNCTION, (fcompInstr), Function description, 
fdisi, FUNCTION, (fdisiInstr), Function description, 
fdivp, FUNCTION, (fdivpInstr), Function description, 
fdivr, FUNCTION, (fdivrInstr), Function description, 
femms, FUNCTION, (femmsInstr), Function description, 
ffree, FUNCTION, (ffreeInstr), Function description, 
fiadd, FUNCTION, (fiaddInstr), Function description, 
ficom, FUNCTION, (ficomInstr), Function description, 
fidiv, FUNCTION, (fidivInstr), Function description, 
fimul, FUNCTION, (fimulInstr), Function description, 
finit, FUNCTION, (finitInstr), Function description, 
fistp, FUNCTION, (fistpInstr), Function description, 
fisub, FUNCTION, (fisubInstr), Function description, 
fldcw, FUNCTION, (fldcwInstr), Function description, 
fldpi, FUNCTION, (fldpiInstr), Function description, 
fmulp, FUNCTION, (fmulpInstr), Function description, 
fneni, FUNCTION, (fneniInstr), Function description, 
fprem, FUNCTION, (fpremInstr), Function description, 
fptan, FUNCTION, (fptanInstr), Function description, 
fsave, FUNCTION, (fsaveInstr), Function description, 
fsqrt, FUNCTION, (fsqrtInstr), Function description, 
fstcw, FUNCTION, (fstcwInstr), Function description, 
fstsw, FUNCTION, (fstswInstr), Function description, 
fsubp, FUNCTION, (fsubpInstr), Function description, 
fsubr, FUNCTION, (fsubrInstr), Function description, 
fucom, FUNCTION, (fucomInstr), Function description, 
fwait, FUNCTION, (waitInstr), Function description, 
fword, KEYWORD, datatype,4, fword
fyl2x, FUNCTION, (fyl2xInstr), Function description, 
group, FUNCTION, (GroupDirective), Function description, 
ifdef, FUNCTION, (IfDefDirective), Function description, 
iretd, FUNCTION, (iretdInstr), Function description, 
iretq, FUNCTION, (iretqInstr), Function description, 
iretw, FUNCTION, (iretwInstr), Function description, 
jecxz, FUNCTION, (jecxzInstr), Function description, 
label, FUNCTION, (LabelDirective), Function description, 
lddqu, FUNCTION, (lddquInstr), Function description, 
leave, FUNCTION, (leaveInstr), Function description, 
local, FUNCTION, (LocalDirective), Function description, 
lodsb, FUNCTION, (lodsbInstr), Function description, 
lodsd, FUNCTION, (lodsdInstr), Function description, 
lodsq, FUNCTION, (lodsqInstr), Function description, 
lodsw, FUNCTION, (lodswInstr), Function description, 
loopd, FUNCTION, (loopdInstr), Function description, 
loope, FUNCTION, (loopzInstr), Function description, 
loopz, FUNCTION, (loopzInstr), Function description, 
macro, FUNCTION, (MacroDirective), Function description, 
maxpd, FUNCTION, (maxpdInstr), Function description, 
maxps, FUNCTION, (maxpsInstr), Function description, 
maxsd, FUNCTION, (maxsdInstr), Function description, 
maxss, FUNCTION, (maxssInstr), Function description, 
minpd, FUNCTION, (minpdInstr), Function description, 
minps, FUNCTION, (minpsInstr), Function description, 
minsd, FUNCTION, (minsdInstr), Function description, 
minss, FUNCTION, (minssInstr), Function description, 
movsb, FUNCTION, (movsbInstr), Function description, 
movsd, FUNCTION, (movsdInstr), Function description, 
movsq, FUNCTION, (movsqInstr), Function description, 
movss, FUNCTION, (movssInstr), Function description, 
movsw, FUNCTION, (movswInstr), Function description, 
movsx, FUNCTION, (movsxInstr), Function description, 
movzx, FUNCTION, (movzxInstr), Function description, 
mulpd, FUNCTION, (mulpdInstr), Function description, 
mulps, FUNCTION, (mulpsInstr), Function description, 
mulsd, FUNCTION, (mulsdInstr), Function description, 
mulss, FUNCTION, (mulssInstr), Function description, 
mwait, FUNCTION, (mwaitInstr), Function description, 
outsb, FUNCTION, (outsbInstr), Function description, 
outsd, FUNCTION, (outsdInstr), Function description, 
outsw, FUNCTION, (outswInstr), Function description, 
oword, KEYWORD, datatype,7, oword
paddb, FUNCTION, (paddbInstr), Function description, 
paddd, FUNCTION, (padddInstr), Function description, 
paddq, FUNCTION, (paddqInstr), Function description, 
paddw, FUNCTION, (paddwInstr), Function description, 
pandn, FUNCTION, (pandnInstr), Function description, 
pause, FUNCTION, (pauseInstr), Function description, 
paveb, FUNCTION, (pavebInstr), Function description, 
pavgb, FUNCTION, (pavgbInstr), Function description, 
pavgw, FUNCTION, (pavgwInstr), Function description, 
pf2id, FUNCTION, (pf2idInstr), Function description, 
pf2iw, FUNCTION, (pf2iwInstr), Function description, 
pfacc, FUNCTION, (pfaccInstr), Function description, 
pfadd, FUNCTION, (pfaddInstr), Function description, 
pfmax, FUNCTION, (pfmaxInstr), Function description, 
pfmin, FUNCTION, (pfminInstr), Function description, 
pfmul, FUNCTION, (pfmulInstr), Function description, 
pfrcp, FUNCTION, (pfrcpInstr), Function description, 
pfsub, FUNCTION, (pfsubInstr), Function description, 
pi2fd, FUNCTION, (pi2fdInstr), Function description, 
pi2fw, FUNCTION, (pi2fwInstr), Function description, 
pmagw, FUNCTION, (pmagwInstr), Function description, 
pmvzb, FUNCTION, (pmvzbInstr), Function description, 
popad, FUNCTION, (popadInstr), Function description, 
popfd, FUNCTION, (popfdInstr), Function description, 
popfq, FUNCTION, (PopFQInstr), Function description, 
popfw, FUNCTION, (PopFWInstr), Function description, 
pslld, FUNCTION, (pslldInstr), Function description, 
psllq, FUNCTION, (psllqInstr), Function description, 
psllw, FUNCTION, (psllwInstr), Function description, 
psrad, FUNCTION, (psradInstr), Function description, 
