punpckhdq,FUNCTION,punpckhdqInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x06A,,
punpckhwd,FUNCTION,punpckhwdInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x069,,
punpcklbw,FUNCTION,punpcklbwInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x060,,
punpckldq,FUNCTION,punpckldqInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x062,,
punpcklwd,FUNCTION,punpcklwdInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x061,,
pxor,FUNCTION,pxorInstr,SSE/AVX Instruction,BasicMMX,BYTE,0x0EF,,
cvtps2dq,FUNCTION,cvtps2dqInstr,SSE/AVX Instruction,BasicSD,,,,
ucomisd,FUNCTION,ucomisdInstr,SSE/AVX Instruction,BasicSD,BYTE,0x2E,,
addss,FUNCTION,addssInstr,SSE/AVX Instruction,BasicSS,BYTE,0x58,,
comiss,FUNCTION,comissInstr,SSE/AVX Instruction,BasicSS,BYTE,0x2F,,
ucomiss,FUNCTION,ucomissInstr,SSE/AVX Instruction,BasicSS,BYTE,0x2E,,
bt,FUNCTION,btInstr,Function description,BitInstr,BYTE,0x0F 0x0A3 32,,
btc,FUNCTION,btcInstr,Function description,BitInstr,BYTE,0x0F 0x0BB 56,,
btr,FUNCTION,btrInstr,Function description,BitInstr,BYTE,0x0F 0x0B3 48,,
bts,FUNCTION,btsInstr,Function description,BitInstr,BYTE,0x0F 0x0AB 40,,
bsf,FUNCTION,bsfInstr,Function description,BitScanInstr,BYTE,0x0F 0x0BC,,
bsr,FUNCTION,bsrInstr,Function description,BitScanInstr,BYTE,0x0F 0x0BD,,
bound,FUNCTION,boundInstr,Function description,boundpInstr,,,,
bswap,FUNCTION,bswapInstr,Function description,bswappInstr,,,,
call,FUNCTION,callInstr,Function description,CallPInstr,,,,
callf,FUNCTION,callInstr,Function description,CallPInstr,,,,
cmova,FUNCTION,cmovaInstr,Function description,cmovInstr,BYTE,0x0F 0x47,,
cmovae,FUNCTION,cmovaeInstr,Function description,cmovInstr,BYTE,0x0F 0x43,,
cmovb,FUNCTION,cmovbInstr,Function description,cmovInstr,BYTE,0x0F 0x42,,
cmovbe,FUNCTION,cmovbeInstr,Function description,cmovInstr,BYTE,0x0F 0x46,,
cmovc,FUNCTION,cmovbInstr,Function description,cmovInstr,BYTE,0x0F 0x42,,
cmove,FUNCTION,cmovzInstr,Function description,cmovInstr,BYTE,0x0F 0x44,,
cmovg,FUNCTION,cmovgInstr,Function description,cmovInstr,BYTE,0x0F 0x4F,,
cmovge,FUNCTION,cmovgeInstr,Function description,cmovInstr,BYTE,0x0F 0x4D,,
cmovl,FUNCTION,cmovlInstr,Function description,cmovInstr,BYTE,0x0F 0x4C,,
cmovle,FUNCTION,cmovleInstr,Function description,cmovInstr,BYTE,0x0F 0x4E,,
cmovna,FUNCTION,cmovbeInstr,Function description,cmovInstr,BYTE,0x0F 0x46,,
cmovnae,FUNCTION,cmovbInstr,Function description,cmovInstr,BYTE,0x0F 0x42,,
cmovnb,FUNCTION,cmovaeInstr,Function description,cmovInstr,BYTE,0x0F 0x43,,
cmovnbe,FUNCTION,cmovaInstr,Function description,cmovInstr,BYTE,0x0F 0x47,,
cmovnc,FUNCTION,cmovaeInstr,Function description,cmovInstr,BYTE,0x0F 0x43,,
cmovne,FUNCTION,cmovnzInstr,Function description,cmovInstr,BYTE,0x0F 0x45,,
cmovng,FUNCTION,cmovleInstr,Function description,cmovInstr,BYTE,0x0F 0x4E,,
cmovnge,FUNCTION,cmovlInstr,Function description,cmovInstr,BYTE,0x0F 0x4C,,
cmovnl,FUNCTION,cmovgeInstr,Function description,cmovInstr,BYTE,0x0F 0x4D,,
cmovnle,FUNCTION,cmovgInstr,Function description,cmovInstr,BYTE,0x0F 0x4F,,
cmovno,FUNCTION,cmovnoInstr,Function description,cmovInstr,BYTE,0x0F 0x41,,
cmovnp,FUNCTION,cmovpoInstr,Function description,cmovInstr,BYTE,0x0F 0x4B,,
cmovns,FUNCTION,cmovnsInstr,Function description,cmovInstr,BYTE,0x0F 0x49,,
cmovnz,FUNCTION,cmovnzInstr,Function description,cmovInstr,BYTE,0x0F 0x45,,
cmovo,FUNCTION,cmovoInstr,Function description,cmovInstr,BYTE,0x0F 0x40,,
cmovp,FUNCTION,cmovpInstr,Function description,cmovInstr,BYTE,0x0F 0x4A,,
cmovpe,FUNCTION,cmovpInstr,Function description,cmovInstr,BYTE,0x0F 0x4A,,
cmovpo,FUNCTION,cmovpoInstr,Function description,cmovInstr,BYTE,0x0F 0x4B,,
cmovs,FUNCTION,cmovsInstr,Function description,cmovInstr,BYTE,0x0F 0x48,,
cmovz,FUNCTION,cmovzInstr,Function description,cmovInstr,BYTE,0x0F 0x44,,
cmpps,FUNCTION,cmppsInstr,SSE/AVX Instruction,CMPPSPInstr,BYTE,0x0F 0x0C2 _OWORD,,
shufps,FUNCTION,shufpsInstr,SSE/AVX Instruction,CMPPSPInstr,BYTE,0x0F 0x0C6 _OWORD,,
cmpsd,FUNCTION,cmpsdInstr,SSE/AVX Instruction,CmpSDPInstr,BYTE,0x0A7 0x0F 0x0C2 0x0F2 _DWORD,,
movsd,FUNCTION,movsdInstr,SSE/AVX Instruction,CmpSDPInstr,BYTE,0x0A5 0x10 0x11,,
cmps,FUNCTION,cmpsInstr,Function description,CmpSPInstr,,,,
cmppd,FUNCTION,cmppdInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x0C2 0x66 _OWORD,,
cmpss,FUNCTION,cmpssInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x0C2 0x0F3 _DWORD,,
pshufd,FUNCTION,pshufdInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x70 0x66 _OWORD,,
pshufhw,FUNCTION,pshufhwInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x70 0x0F3 _OWORD,,
pshuflw,FUNCTION,pshuflwInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x70 0x0F2 _OWORD,,
shufpd,FUNCTION,shufpdInstr,SSE/AVX Instruction,CMPSSPInstr,BYTE,0x0F 0x0C6 0x66 _OWORD,,
cmpxchg16b,FUNCTION,CmpXChg16BInstr,Function description,CmpXChg16BPInstr,,,,
cmpxchg8b,FUNCTION,cmpxchg8bInstr,Function description,CmpXChg8BPInstr,,,,
cmpxchg,FUNCTION,cmpxchgInstr,Function description,CmpXchgPInstr,BYTE,0x0F 0x0B1,BYTE,0x0F 0x0B0
comment,FUNCTION,CommentDirective,Function description,CommentDirec,,,,
ja,FUNCTION,jaInstr,Function description,CondJump,BYTE,0x77,,
jae,FUNCTION,jaeInstr,Function description,CondJump,BYTE,0x73,,
jb,FUNCTION,jbInstr,Function description,CondJump,BYTE,0x72,,
jbe,FUNCTION,jbeInstr,Function description,CondJump,BYTE,0x76,,
jc,FUNCTION,jbInstr,Function description,CondJump,BYTE,0x72,,
je,FUNCTION,jzInstr,Function description,CondJump,BYTE,0x74,,
jg,FUNCTION,jgInstr,Function description,CondJump,BYTE,0x7F,,
jge,FUNCTION,jgeInstr,Function description,CondJump,BYTE,0x7D,,
jl,FUNCTION,jlInstr,Function description,CondJump,BYTE,0x7C,,
jle,FUNCTION,jleInstr,Function description,CondJump,BYTE,0x7E,,
jna,FUNCTION,jbeInstr,Function description,CondJump,BYTE,0x76,,
jnae,FUNCTION,jbInstr,Function description,CondJump,BYTE,0x72,,
jnb,FUNCTION,jaeInstr,Function description,CondJump,BYTE,0x73,,
jnbe,FUNCTION,jaInstr,Function description,CondJump,BYTE,0x77,,
jnc,FUNCTION,jncInstr,Function description,CondJump,BYTE,0x73,,
jne,FUNCTION,jnzInstr,Function description,CondJump,BYTE,0x75,,
jng,FUNCTION,jleInstr,Function description,CondJump,BYTE,0x7E,,
jnge,FUNCTION,jlInstr,Function description,CondJump,BYTE,0x7C,,
jnl,FUNCTION,jgeInstr,Function description,CondJump,BYTE,0x7D,,
jnle,FUNCTION,jgInstr,Function description,CondJump,BYTE,0x7F,,
jno,FUNCTION,jnoInstr,Function description,CondJump,BYTE,0x71,,
jnp,FUNCTION,jpoInstr,Function description,CondJump,BYTE,0x7B,,
jns,FUNCTION,jnsInstr,Function description,CondJump,BYTE,0x79,,
jnz,FUNCTION,jnzInstr,Function description,CondJump,BYTE,0x75,,
jo,FUNCTION,joInstr,Function description,CondJump,BYTE,0x70,,
jp,FUNCTION,jpInstr,Function description,CondJump,BYTE,0x7A,,
jpe,FUNCTION,jpInstr,Function description,CondJump,BYTE,0x7A,,
jpo,FUNCTION,jpoInstr,Function description,CondJump,BYTE,0x7B,,
js,FUNCTION,jsInstr,Function description,CondJump,BYTE,0x78,,
jz,FUNCTION,jzInstr,Function description,CondJump,BYTE,0x74,,
db,FUNCTION,DBDirective,Function description,DBDirec,WORD,(DxDirecID),BYTE,ByteID
dd,FUNCTION,DDDirective,Function description,DDDirec,WORD,(DxDirecID),BYTE,DWordID
df,FUNCTION,DFDirective,Function description,DFDirec,WORD,(DxDirecID),BYTE,FWordID
dp,FUNCTION,DFDirective,Function description,DFDirec,WORD,(DxDirecID),BYTE,FWordID
do,FUNCTION,DODirective,Function description,DODirec,WORD,(DxDirecID),BYTE,OWordID
dqw,FUNCTION,DODirective,Function description,DODirec,WORD,(DxDirecID),BYTE,OWordID
dq,FUNCTION,DQDirective,Function description,DQDirec,WORD,(DxDirecID),BYTE,QWordID
dt,FUNCTION,DTDirective,Function description,DTDirec,WORD,(DxDirecID),BYTE,OWordID
du,FUNCTION,DUDirective,Function description,DUDirec,WORD,(DxDirecID),BYTE,OWordID
dup,FUNCTION,DUPDirective,Function description,DUPDirec,,,,
dw,FUNCTION,DWDirective,Function description,DWDirec,WORD,(DxDirecID),BYTE,OWordID
echo,FUNCTION,EchoMacro,Function description,EchoMac,,,,
else,FUNCTION,ElseDirective,Function description,ElseDirec,,,,
elseif,FUNCTION,ElseIfDirective,Function description,ElseDirec,,,,
end,FUNCTION,ENDDirective,Function description,ENDDirec,,,,
endif,FUNCTION,EndIfDirective,Function description,EndIfDirec,,,,
endm,FUNCTION,EndMDirective,Function description,EndMDirec,,,,
endp,FUNCTION,EndPDirective,Function description,EndPDirec,,,,
ends,FUNCTION,EndSDirective,Function description,EndSDirec,,,,
enter,FUNCTION,enterInstr,Function description,enterpInstr,,,,
enterd,FUNCTION,enterdInstr,Function description,enterpInstr,BYTE,0x66 0,,
exitm,FUNCTION,ExitMDirective,Function description,ExitMDirec,,,,
export,FUNCTION,ExportDirective,Function description,ExportDirec,,,,
addsubps,FUNCTION,addsubpsInstr,SSE/AVX Instruction,ExtendedPS,BYTE,0x0D0,,
cvtpd2dq,FUNCTION,cvtpd2dqInstr,SSE/AVX Instruction,ExtendedPS,BYTE,0x0E6,,
haddps,FUNCTION,haddpsInstr,SSE/AVX Instruction,ExtendedPS,BYTE,0x7C,,
hsubps,FUNCTION,hsubpsInstr,SSE/AVX Instruction,ExtendedPS,BYTE,0x7D,,
addsd,FUNCTION,addsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x58,,
cvtdq2pd,FUNCTION,cvtdq2pdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x0E6,,
cvtsd2ss,FUNCTION,cvtsd2ssInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x5A,,
divsd,FUNCTION,divsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x5E,,
maxsd,FUNCTION,maxsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x5F,,
minsd,FUNCTION,minsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x5D,,
movddup,FUNCTION,movddupInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x12,,
mulsd,FUNCTION,mulsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x59,,
sqrtsd,FUNCTION,sqrtsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x51,,
subsd,FUNCTION,subsdInstr,SSE/AVX Instruction,ExtendedSD,BYTE,0x5C,,
cvtss2sd,FUNCTION,cvtss2sdInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x5A,,
divss,FUNCTION,divssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x5E,,
maxss,FUNCTION,maxssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x5F,,
minss,FUNCTION,minssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x5D,,
mulss,FUNCTION,mulssInstr,SSE/AVX Instruction,ExtendedSS,,,,
rcpss,FUNCTION,rcpssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x0F3 0x53,,
rsqrtss,FUNCTION,rsqrtssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x52,,
sqrtss,FUNCTION,sqrtssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x51,,
subss,FUNCTION,subssInstr,SSE/AVX Instruction,ExtendedSS,BYTE,0x5C,,
extern,FUNCTION,ExternDirective,Function description,ExternDirec,,,,
extrn,FUNCTION,ExternDirective,Function description,ExternDirec,,,,
fcom,FUNCTION,fcomInstr,Function description,FComPInstrx,BYTE,0x0D8 16 0x0DC 16 0 0 0x0D8 0x0D0,,
fcomp,FUNCTION,fcompInstr,Function description,FCompPInstrx,BYTE,0x0D8 24 0x0DC 24 0 0 0x0D8 0x0D8,,
fcmovb,FUNCTION,fcmovbInstr,Function description,FComx,BYTE,0x0DA 0x0C0,,
fcmovbe,FUNCTION,fcmovbeInstr,Function description,FComx,BYTE,0x0DA 0x0D0,,
fcmove,FUNCTION,fcmoveInstr,Function description,FComx,BYTE,0x0DA 0x0C8,,
fcmovnb,FUNCTION,fcmovnbInstr,Function description,FComx,BYTE,0x0DB 0x0C0,,
fcmovnbe,FUNCTION,fcmovnbeInstr,Function description,FComx,BYTE,0x0DB 0x0D0,,
fcmovne,FUNCTION,fcmovneInstr,Function description,FComx,BYTE,0x0DB 0x0C8,,
fcmovnu,FUNCTION,fcmovnuInstr,Function description,FComx,BYTE,0x0DB 0x0D8,,
fcmovu,FUNCTION,fcmovuInstr,Function description,FComx,BYTE,0x0DA 0x0D8,,
fcomi,FUNCTION,fcomiInstr,Function description,FComx,BYTE,0x0DB 0x0F0,,
fcomip,FUNCTION,fcomipInstr,Function description,FComx,BYTE,0x0DF 0x0F0,,
fucom,FUNCTION,fucomInstr,Function description,FComx,BYTE,0x0DD 0x0E0,,
fucomi,FUNCTION,fucomiInstr,Function description,FComx,BYTE,0x0DB 0x0E8,,
fucomip,FUNCTION,fucomipInstr,Function description,FComx,BYTE,0x0DF 0x0E8,,
fucomp,FUNCTION,fucompInstr,Function description,FComx,BYTE,0x0DD 0x0E8,,
fxch,FUNCTION,fxchInstr,Function description,FComx,BYTE,0x0D9 0x0C8,,
ffree,FUNCTION,ffreeInstr,Function description,FFreePInstrx,,,,
fld,FUNCTION,fldInstr,Function description,FldPInstr,BYTE,0x0D9 0 0x0DD 0 0x0DB 40 0x0D9 0x0C0,,
for,FUNCTION,ForDirective,Function description,ForDirec,,,,
format,FUNCTION,FormatDirective,Function description,FormatDirec,,,,
fst,FUNCTION,fstInstr,Function description,FstPInstrx,BYTE,0x0D9 16 0x0DD 16 0 0 0x0D0,,
fstp,FUNCTION,fstpInstr,Function description,FstPInstrx,BYTE,0x0D9 24 0x0DD 24 0x0DB 56 0x0D8,,
fnstsw,FUNCTION,fnstswInstr,Function description,FstswPInstr,,,,
fstsw,FUNCTION,fstswInstr,Function description,FstSwPInstr,,,,
function,FUNCTION,FunctionDirective,Function description,FunctionDirec,,,,
global,FUNCTION,GlobalDirective,Function description,GlobalDirec,,,,
halt,FUNCTION,HaltMacro,Function description,HaltMac,,,,
ifdef,FUNCTION,IfDefDirective,Function description,IfDefDirec,,,,
if,FUNCTION,IfDirective,Function description,IfDirec,,,,
ifndef,FUNCTION,IfNDefDirective,Function description,IfNDefDirec,,,,
pushd,FUNCTION,pushdInstr,Function description,Imm32op,BYTE,0x68,,
int,FUNCTION,intInstr,Function description,Imm8op,BYTE,0x0CD,,
import,FUNCTION,ImportDirective,Function description,ImportDirec,,,,
imul,FUNCTION,imulInstr,Function description,ImulpInstr,BYTE,0x0F 0x0AF,,
dec,FUNCTION,decInstr,Function description,IncDecInstr,BYTE,8,,
inc,FUNCTION,incInstr,Function description,IncDecInstr,BYTE,0,,
includebin,FUNCTION,IncludeBinDirective,Function description,IncludeBinDirec,,,,
include,FUNCTION,IncludeDirective,Function description,IncludeDirec,,,,
includelib,FUNCTION,IncludeLibDirective,Function description,IncludeLibDirec,,,,
includerc,FUNCTION,IncludeRCDirective,Function description,IncludeRCDirec,,,,
in,FUNCTION,inInstr,Function description,InpInstr,,,,
ins,FUNCTION,insInstr,Function description,InSPInstr,,,,
fiadd,FUNCTION,fiaddInstr,Function description,IntegerFPU,BYTE,0x0DE 0 0x0DA 0 0,,
ficom,FUNCTION,ficomInstr,Function description,IntegerFPU,BYTE,0x0DE 16 0x0DA 16 0,,
ficomp,FUNCTION,ficompInstr,Function description,IntegerFPU,BYTE,0x0DE 24 0x0DA 24 0,,
fidiv,FUNCTION,fidivInstr,Function description,IntegerFPU,BYTE,0x0DE 48 0x0DA 48 0,,
fidivr,FUNCTION,fidivrInstr,Function description,IntegerFPU,BYTE,0x0DE 56 0x0DA 56 0,,
fild,FUNCTION,fildInstr,Function description,IntegerFPU,BYTE,0x0DF 0 0x0DB 0 0x0DF 40,,
fimul,FUNCTION,fimulInstr,Function description,IntegerFPU,BYTE,0x0DE 8 0x0DA 8 0,,
fist,FUNCTION,fistInstr,Function description,IntegerFPU,BYTE,0x0DF 16 0x0DB 16 0,,
fistp,FUNCTION,fistpInstr,Function description,IntegerFPU,BYTE,0x0DF 24 0x0DB 24 0x0DF 56,,
fisttp,FUNCTION,fisttpInstr,Function description,IntegerFPU,BYTE,0x0DF 8 0x0DB 8 0x0DD 8,,
fisub,FUNCTION,fisubInstr,Function description,IntegerFPU,BYTE,0x0DE 32 0x0DA 32 0,,
fisubr,FUNCTION,fisubrInstr,Function description,IntegerFPU,BYTE,0x0DE 40 0x0DA 40 0,,
invoke,FUNCTION,InvokeDirective,Function description,InvokeDirec,,,,
iret,FUNCTION,iretInstr,Function description,IretXInstr,BYTE,0x0CF,,
irp,FUNCTION,IRPDirective,Function description,IRPDirec,,,,
irps,FUNCTION,IRPSMacro,Function description,IRPSMac,,,,
jmp,FUNCTION,jmpInstr,Function description,JumpInstr,,,,
lea,FUNCTION,leaInstr,Function description,LEAPInstr,BYTE,0x08D,,
local,FUNCTION,LocalDirective,Function description,LocalDirec,,,,
lods,FUNCTION,lodsInstr,Function description,LodSPInstr,,,,
jcxz,FUNCTION,jcxzInstr,Function description,Loop16Instr,BYTE,0x0E3,,
loop,FUNCTION,loopInstr,Function description,Loop16Instr,BYTE,0x0E2,,
loope,FUNCTION,loopzInstr,Function description,loop16Instr,BYTE,0x0E1,,
loopne,FUNCTION,loopnzInstr,Function description,loop16Instr,BYTE,0x0E0,,
loopnz,FUNCTION,loopnzInstr,Function description,loop16Instr,BYTE,0x0E0,,
loopz,FUNCTION,loopzInstr,Function description,loop16Instr,BYTE,0x0E1,,
jecxz,FUNCTION,jecxzInstr,Function description,Loop32Instr,BYTE,0x0E3,,
loopd,FUNCTION,loopdInstr,Function description,Loop32Instr,BYTE,0x0E2,,
loopde,FUNCTION,loopdzInstr,Function description,loop32Instr,BYTE,0x0E1,,
loopdne,FUNCTION,loopdnzInstr,Function description,loop32Instr,BYTE,0x0E0,,
loopdnz,FUNCTION,loopdnzInstr,Function description,loop32Instr,BYTE,0x0E0,,
loopdz,FUNCTION,loopdzInstr,Function description,loop32Instr,BYTE,0x0E1,,
lds,FUNCTION,ldsInstr,Function description,LxS1Instr,BYTE,0x0C5,,
les,FUNCTION,lesInstr,Function description,LxS1Instr,BYTE,0x0C4,,
lfs,FUNCTION,lfsInstr,Function description,LxS2Instr,BYTE,0x0F 0x0B4,,
lgs,FUNCTION,lgsInstr,Function description,Lxs2Instr,BYTE,0x0F 0x0B5,,
lss,FUNCTION,lssInstr,Function description,Lxs2Instr,BYTE,0x0F 0x0B2,,
fsave,FUNCTION,fsaveInstr,Function description,MemOp,BYTE,0x09B 0x0DD 48 0,,
fstcw,FUNCTION,fstcwInstr,Function description,MemOp,BYTE,0x9B 0x0D9 56 _WORD,,
fstenv,FUNCTION,fstenvInstr,Function description,MemOp,BYTE,0x9B 0x0D9 48 0,,
fxrstor,FUNCTION,fxrstorInstr,Function description,MemOp,BYTE,0x0F 0x0AE 8 0,,
fxsave,FUNCTION,fxsaveInstr,Function description,MemOp,BYTE,0x0F 0x0AE 0 0,,
invlpg,FUNCTION,invlpgInstr,Function description,MemOp,BYTE,0x0F 01 56 0,,
ldmxcsr,FUNCTION,ldmxcsrInstr,SSE/AVX Instruction,MemOp,BYTE,0x0F 0x0AE 16 _DWORD,,
stmxcsr,FUNCTION,stmxcsrInstr,SSE/AVX Instruction,MemOp,BYTE,0x0F 0x0AE 24 _DWORD,,
fbld,FUNCTION,fbldInstr,Function description,MemOp2,BYTE,0x0DF 32 _TWORD,,
fbstp,FUNCTION,fbstpInstr,Function description,MemOp2,BYTE,0x0DF 48 _TWORD,,
fldcw,FUNCTION,fldcwInstr,Function description,MemOp2,BYTE,0x0D9 40 _WORD,,
