fldenv,FUNCTION,fldenvInstr,Function description,MemOp2,BYTE,0x0D9 32 0,,
fnsave,FUNCTION,fnsaveInstr,Function description,MemOp2,BYTE,0x0DD 48 0,,
fnstcw,FUNCTION,fnstcwInstr,Function description,MemOp2,BYTE,0x0D9 56 _WORD,,
fnstenv,FUNCTION,fnstenvInstr,Function description,MemOp2,BYTE,0x0D9 48 0,,
frstor,FUNCTION,frstorInstr,Function description,MemOp2,BYTE,0x0DD 32 0,,
equ,FUNCTION,EQUDirective,Function description,MissingLabel,WORD,(EQUDirec),,
group,FUNCTION,GroupDirective,Function description,MissingLabel,WORD,(GroupDirec),,
label,FUNCTION,LabelDirective,Function description,MissingLabel,WORD,(LabelDirec),,
macro,FUNCTION,MacroDirective,Function description,MissingLabel,WORD,(MacroDirec),,
proc,FUNCTION,ProcDirective,Function description,MissingLabel,WORD,(ProcDirec),,
struc,FUNCTION,StrucDirective,Function description,MissingLabel,WORD,(StrucDirec),,
struct,FUNCTION,StrucDirective,Function description,MissingLabel,WORD,(StrucDirec),,
movntq,FUNCTION,movntqInstr,Function description,MMX_M64_R64,BYTE,0x02 0x0F 0x0E7,,
maskmovq,FUNCTION,maskmovqInstr,Function description,MMX_R_R,BYTE,0x02 0x0F 0x0F7,,
movdq2q,FUNCTION,movdq2qInstr,Function description,MMX_R_R128,BYTE,0x02 0xF2 0xD6,,
packssdw,FUNCTION,packssdwInstr,SSE/AVX Instruction,MMX_R_RM,BYTE,0x6B,,
packsswb,FUNCTION,packsswbInstr,SSE/AVX Instruction,MMX_R_RM,BYTE,0x63,,
movq,FUNCTION,movqInstr,SSE/AVX Instruction,MMX_R_RM__RM_R_Instr,BYTE,0x02 0x0F 0x06F 0x02 0x0F 0x07F,,
pf2id,FUNCTION,pf2idInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x1D,,
pf2iw,FUNCTION,pf2iwInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x1C,,
pfacc,FUNCTION,pfaccInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xAE,,
pfadd,FUNCTION,pfaddInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x9E,,
pfcmpeq,FUNCTION,pfcmpeqInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xB0,,
pfcmpge,FUNCTION,pfcmpgeInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x90,,
pfcmpgt,FUNCTION,pfcmpgtInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xA0,,
pfmax,FUNCTION,pfmaxInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xA4,,
pfmin,FUNCTION,pfminInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x94,,
pfmul,FUNCTION,pfmulInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xB4,,
pfnacc,FUNCTION,pfnaccInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x8A,,
pfpnacc,FUNCTION,pfpnaccInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x8E,,
pfrcp,FUNCTION,pfrcpInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x96,,
pfrcpit1,FUNCTION,pfrcpit1Instr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xA6,,
pfrcpit2,FUNCTION,pfrcpit2Instr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xB6,,
pfrsqit1,FUNCTION,pfrsqit1Instr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xA7,,
pfrsqrt,FUNCTION,pfrsqrtInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x97,,
pfsub,FUNCTION,pfsubInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x9A,,
pfsubr,FUNCTION,pfsubrInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0xAA,,
pi2fd,FUNCTION,pi2fdInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x0D,,
pi2fw,FUNCTION,pi2fwInstr,Function description,MMX_R_RM__With_Extra,BYTE,0x02 0x0F 0x0F 0x0C,,
pextrw,FUNCTION,pextrwInstr,SSE/AVX Instruction,MMX_R32_R64_IMM8_Instr,BYTE,0x02 0x0F 0x0C5,,
monitor,FUNCTION,monitorInstr,Function description,MonitorPInstr,,,,
movd,FUNCTION,movdInstr,SSE/AVX Instruction,movdpInstr,BYTE,0x06E,,
mov,FUNCTION,movInstr,Function description,moveInstr,,,,
movs,FUNCTION,movsInstr,Function description,MovSPInstr,,,,
movsxd,FUNCTION,movsxdInstr,Function description,movsxdpInstr,,,,
movhpd,FUNCTION,movhpdInstr,SSE/AVX Instruction,MOVxPD,BYTE,0x16 0x17,,
movlpd,FUNCTION,movlpdInstr,SSE/AVX Instruction,MOVxPD,BYTE,0x12 0x13,,
movhps,FUNCTION,movhpsInstr,SSE/AVX Instruction,MOVxPS,BYTE,0x16 0x17,,
movlps,FUNCTION,movlpsInstr,SSE/AVX Instruction,MOVxPS,BYTE,0x12 0x13,,
movsx,FUNCTION,movsxInstr,Function description,movxxInstr,BYTE,0x0F 0x0BE,,
movzx,FUNCTION,movzxInstr,Function description,movxxInstr,BYTE,0x0F 0x0B6,,
mwait,FUNCTION,mwaitInstr,Function description,MWaitPInstr,,,,
aaa,FUNCTION,aaaInstr,Function description,NoOperand,BYTE,0x37,,
aas,FUNCTION,aasInstr,Function description,NoOperand,BYTE,0x03F,,
cbw,FUNCTION,cbwInstr,Function description,NoOperand,BYTE,0x98,,
clc,FUNCTION,clcInstr,Function description,NoOperand,BYTE,0x0F8,,
cld,FUNCTION,cldInstr,Function description,NoOperand,BYTE,0x0FC,,
cli,FUNCTION,cliInstr,Function description,NoOperand,BYTE,0x0FA,,
cmc,FUNCTION,cmcInstr,Function description,NoOperand,BYTE,0x0F5,,
cmpsb,FUNCTION,cmpsbInstr,Function description,NoOperand,BYTE,0x0A6,,
daa,FUNCTION,daaInstr,Function description,NoOperand,BYTE,0x27,,
das,FUNCTION,dasInstr,Function description,NoOperand,BYTE,0x2F,,
fwait,FUNCTION,waitInstr,Function description,NoOperand,BYTE,0x9B,,
hlt,FUNCTION,hltInstr,Function description,NoOperand,BYTE,0x0F4,,
insb,FUNCTION,insbInstr,Function description,NoOperand,BYTE,0x06C,,
into,FUNCTION,intoInstr,Function description,NoOperand,BYTE,0x0CE 0,,
lahf,FUNCTION,lahfInstr,Function description,NoOperand,BYTE,0x9F,,
leave,FUNCTION,leaveInstr,Function description,NoOperand,BYTE,0x0C9,,
lock,FUNCTION,lockInstr,Function description,NoOperand,BYTE,0x0F0,,
lodsb,FUNCTION,lodsbInstr,Function description,NoOperand,BYTE,0x0AC,,
movsb,FUNCTION,movsbInstr,Function description,NoOperand,BYTE,0x0A4,,
nop,FUNCTION,nopInstr,Function description,NoOperand,BYTE,0x90,,
outsb,FUNCTION,outsbInstr,Function description,NoOperand,BYTE,0x06E,,
popa,FUNCTION,popaInstr,Function description,NoOperand,BYTE,0x61,,
popf,FUNCTION,popfInstr,Function description,NoOperand,BYTE,0x9D,,
pusha,FUNCTION,pushaInstr,Function description,NoOperand,BYTE,0x60,,
pushf,FUNCTION,pushfInstr,Function description,NoOperand,BYTE,0x9C,,
sahf,FUNCTION,sahfInstr,Function description,NoOperand,BYTE,0x9E,,
scasb,FUNCTION,scasbInstr,Function description,NoOperand,BYTE,0x0AE,,
segcs,FUNCTION,segcsInstr,Function description,NoOperand,BYTE,0x2E,,
segds,FUNCTION,segdsInstr,Function description,NoOperand,BYTE,0x3E,,
seges,FUNCTION,segesInstr,Function description,NoOperand,BYTE,0x26,,
segfs,FUNCTION,segfsInstr,Function description,NoOperand,BYTE,0x64,,
seggs,FUNCTION,seggsInstr,Function description,NoOperand,BYTE,0x65,,
segss,FUNCTION,segssInstr,Function description,NoOperand,BYTE,0x36,,
setalc,FUNCTION,setalcInstr,Function description,NoOperand,BYTE,0x0D6,,
smi,FUNCTION,smiInstr,Function description,NoOperand,BYTE,0x0F1,,
stc,FUNCTION,stcInstr,Function description,NoOperand,BYTE,0x0F9,,
std,FUNCTION,stdInstr,Function description,NoOperand,BYTE,0x0FD,,
sti,FUNCTION,stiInstr,Function description,NoOperand,BYTE,0x0FB,,
stosb,FUNCTION,stosbInstr,Function description,NoOperand,BYTE,0x0AA,,
wait,FUNCTION,waitInstr,Function description,NoOperand,BYTE,0x9B,,
cmpsw,FUNCTION,cmpswInstr,Function description,NoOperand16,BYTE,0x0A7,,
cwd,FUNCTION,cwdInstr,Function description,NoOperand16,BYTE,0x99,,
insw,FUNCTION,inswInstr,Function description,NoOperand16,BYTE,0x06D,,
iretw,FUNCTION,iretwInstr,Function description,NoOperand16,BYTE,0x0CF,,
lodsw,FUNCTION,lodswInstr,Function description,NoOperand16,BYTE,0x0AD,,
movsw,FUNCTION,movswInstr,Function description,NoOperand16,BYTE,0x0A5,,
outsw,FUNCTION,outswInstr,Function description,NoOperand16,BYTE,0x06F,,
popfw,FUNCTION,PopFWInstr,Function description,NoOperand16,BYTE,0x9D,,
pushfw,FUNCTION,pushfwInstr,Function description,NoOperand16,BYTE,0x9C,,
scasw,FUNCTION,scaswInstr,Function description,NoOperand16,BYTE,0x0AF,,
stosw,FUNCTION,stoswInstr,Function description,NoOperand16,BYTE,0x0AB,,
cdq,FUNCTION,cdqInstr,Function description,NoOperand32,BYTE,0x99,,
cwde,FUNCTION,cwdeInstr,Function description,NoOperand32,BYTE,0x98,,
insd,FUNCTION,insdInstr,Function description,NoOperand32,BYTE,0x6D,,
iretd,FUNCTION,iretdInstr,Function description,NoOperand32,BYTE,0x0CF,,
leaved,FUNCTION,leavedInstr,Function description,NoOperand32,BYTE,0x0C9,,
lodsd,FUNCTION,lodsdInstr,Function description,NoOperand32,BYTE,0x0AD,,
outsd,FUNCTION,outsdInstr,Function description,NoOperand32,BYTE,0x06F,,
popad,FUNCTION,popadInstr,Function description,NoOperand32,BYTE,0x61,,
popfd,FUNCTION,popfdInstr,Function description,NoOperand32,BYTE,0x9D,,
pushad,FUNCTION,pushadInstr,Function description,NoOperand32,BYTE,0x60,,
pushfd,FUNCTION,pushfdInstr,Function description,NoOperand32,BYTE,0x9C,,
scasd,FUNCTION,scasdInstr,Function description,NoOperand32,BYTE,0x0AF,,
stosd,FUNCTION,stosdInstr,Function description,NoOperand32,BYTE,0x0AB,,
cdqe,FUNCTION,cdqeInstr,Function description,NoOperand64,BYTE,0x98,,
cmpsq,FUNCTION,cmpsqInstr,Function description,NoOperand64,BYTE,0x0A7,,
cqo,FUNCTION,cqoInstr,Function description,NoOperand64,BYTE,0x99,,
iretq,FUNCTION,iretqInstr,Function description,NoOperand64,BYTE,0x0CF,,
lodsq,FUNCTION,lodsqInstr,Function description,NoOperand64,BYTE,0x0AD,,
movsq,FUNCTION,movsqInstr,Function description,NoOperand64,BYTE,0x0A5,,
popfq,FUNCTION,PopFQInstr,Function description,NoOperand64,BYTE,0x9D,,
pushfq,FUNCTION,pushfqInstr,Function description,NoOperand64,BYTE,0x9C,,
scasq,FUNCTION,scasqInstr,Function description,NoOperand64,BYTE,0x0AF,,
stosq,FUNCTION,stosqInstr,Function description,NoOperand64,BYTE,0x0AB,,
fclex,FUNCTION,fclexInstr,Function description,noopf,BYTE,0x09B 0x0DB 0x0E2,,
fdisi,FUNCTION,fdisiInstr,Function description,NoOpF,BYTE,0x9B 0x0DB 0x0E1,,
feni,FUNCTION,feniInstr,Function description,noopf,BYTE,0x09B 0x0DB 0x0E0,,
finit,FUNCTION,finitInstr,Function description,NoOpF,BYTE,0x09B 0x0DB 0x0E3,,
lfence,FUNCTION,lfenceInstr,Function description,NoOpF,BYTE,0x0F 0x0AE 0x0E8,,
mfence,FUNCTION,mfenceInstr,Function description,NoOpF,BYTE,0x0F 0x0AE 0x0F0,,
sfence,FUNCTION,sfenceInstr,Function description,noopf,BYTE,0x0F 0x0AE 0x0F8,,
clts,FUNCTION,cltsInstr,Function description,NoOpW,BYTE,0x0F 0x06,,
cpuid,FUNCTION,cpuidInstr,Function description,NoOpW,BYTE,0x0F 0x0A2,,
emms,FUNCTION,emmsInstr,Function description,NoOpW,BYTE,0x0F 0x77,,
f2xm1,FUNCTION,f2xm1Instr,Function description,NoOpW,BYTE,0x0D9 0x0F0,,
fabs,FUNCTION,fabsInstr,Function description,NoOpW,BYTE,0x0D9 0x0E1,,
fchs,FUNCTION,fchsInstr,Function description,NoOpW,BYTE,0x0D9 0x0E0,,
fcompp,FUNCTION,fcomppInstr,Function description,NoOpW,BYTE,0x0DE 0x0D9,,
fcos,FUNCTION,fcosInstr,Function description,NoOpW,BYTE,0x0D9 0x0FF,,
fdecstp,FUNCTION,fdecstpInstr,Function description,NoOpW,BYTE,0x0D9 0x0F6,,
femms,FUNCTION,femmsInstr,Function description,NoOpW,BYTE,0x0F 0x0E,,
fincstp,FUNCTION,fincstpInstr,Function description,NoOpW,BYTE,0x0D9 0x0F7,,
fld1,FUNCTION,fld1Instr,Function description,NoOpW,BYTE,0x0D9 0x0E8,,
fldl2e,FUNCTION,fldl2eInstr,Function description,NoOpW,BYTE,0x0D9 0x0EA,,
fldl2t,FUNCTION,fldl2tInstr,Function description,NoOpW,BYTE,0x0D9 0x0E9,,
fldlg2,FUNCTION,fldlg2Instr,Function description,NoOpW,BYTE,0x0D9 0x0EC,,
fldln2,FUNCTION,fldln2Instr,Function description,NoOpW,BYTE,0x0D9 0x0ED,,
fldpi,FUNCTION,fldpiInstr,Function description,NoOpW,BYTE,0x0D9 0x0EB,,
fldz,FUNCTION,fldzInstr,Function description,NoOpW,BYTE,0x0D9 0x0EE,,
fnclex,FUNCTION,fnclexInstr,Function description,NoOpW,BYTE,0x0DB 0x0E2,,
fndisi,FUNCTION,fndisiInstr,Function description,NoOpW,BYTE,0x0DB 0x0E1,,
fneni,FUNCTION,fneniInstr,Function description,NoOpW,BYTE,0x0DB 0x0E0,,
fninit,FUNCTION,fninitInstr,Function description,NoOpW,BYTE,0x0DB 0x0E3,,
fnop,FUNCTION,fnopInstr,Function description,NoOpW,BYTE,0x0D9 0x0D0,,
fpatan,FUNCTION,fpatanInstr,Function description,NoOpW,BYTE,0x0D9 0x0F3,,
fprem,FUNCTION,fpremInstr,Function description,NoOpW,BYTE,0x0D9 0x0F8,,
fprem1,FUNCTION,fprem1Instr,Function description,NoOpW,BYTE,0x0D9 0x0F5,,
fptan,FUNCTION,fptanInstr,Function description,NoOpW,BYTE,0x0D9 0x0F2,,
frndint,FUNCTION,frndintInstr,Function description,NoOpW,BYTE,0x0D9 0x0FC,,
fscale,FUNCTION,fscaleInstr,Function description,NoOpW,BYTE,0x0D9 0x0FD,,
fsetpm,FUNCTION,fsetpmInstr,Function description,NoOpW,BYTE,0x0DB 0x0E4,,
fsin,FUNCTION,fsinInstr,Function description,NoOpW,BYTE,0x0D9 0x0FE,,
fsincos,FUNCTION,fsincosInstr,Function description,NoOpW,BYTE,0x0D9 0x0FB,,
fsqrt,FUNCTION,fsqrtInstr,Function description,NoOpW,BYTE,0x0D9 0x0FA,,
ftst,FUNCTION,ftstInstr,Function description,NoOpW,BYTE,0x0D9 0x0E4,,
fucompp,FUNCTION,fucomppInstr,Function description,NoOpW,BYTE,0x0DA 0x0E9,,
fxam,FUNCTION,fxamInstr,Function description,NoOpW,BYTE,0x0D9 0x0E5,,
fxtract,FUNCTION,fxtractInstr,Function description,NoOpW,BYTE,0x0D9 0x0F4,,
fyl2x,FUNCTION,fyl2xInstr,Function description,NoOpW,BYTE,0x0D9 0x0F1,,
fyl2xp1,FUNCTION,fyl2xp1Instr,Function description,NoOpW,BYTE,0x0D9 0x0F9,,
invd,FUNCTION,invdInstr,Function description,NoOpW,BYTE,0x0F 0x08,,
loadall,FUNCTION,loadallInstr,Function description,NoOpW,BYTE,0x0F 0x07,,
pause,FUNCTION,pauseInstr,Function description,NoOpW,BYTE,0x0F3 0x90,,
rdmsr,FUNCTION,rdmsrInstr,Function description,NoOpW,BYTE,0x0F 0x32,,
rdpmc,FUNCTION,rdpmcInstr,Function description,NoOpW,BYTE,0x0F 0x33,,
rdtsc,FUNCTION,rdtscInstr,Function description,NoOpW,BYTE,0x0F 0x31,,
rsm,FUNCTION,rsmInstr,Function description,NoOpW,BYTE,0x0F 0x0AA,,
syscall,FUNCTION,syscallInstr,Function description,NoOpW,BYTE,0x0F 0x05,,
sysenter,FUNCTION,sysenterInstr,Function description,NoOpW,BYTE,0x0F 0x34,,
sysexit,FUNCTION,sysexitInstr,Function description,NoOpW,BYTE,0x0F 0x35,,
sysret,FUNCTION,sysretInstr,Function description,NoOpW,BYTE,0x0F 0x07,,
ud,FUNCTION,udInstr,Function description,NoOpW,BYTE,0x0F 0x0FF,,
ud2,FUNCTION,ud2Instr,Function description,NoOpW,BYTE,0x0F 0x0B,,
wbinvd,FUNCTION,wbinvdInstr,Function description,NoOpW,BYTE,0x0F 0x09,,
wrmsr,FUNCTION,wrmsrInstr,Function description,NoOpW,BYTE,0x0F 0x30,,
esc,FUNCTION,EscInstr,Function description,NotCoded,,,,
ffreep,FUNCTION,ffreepInstr,Function description,NotCoded,,,,
fldenvd,FUNCTION,fldenvdInstr,Function description,NotCoded,,,,
fldenvw,FUNCTION,fldenvwInstr,Function description,NotCoded,,,,
fnldenv,FUNCTION,fnldenvInstr,Function description,NotCoded,,,,
fnrstor,FUNCTION,fnrstorInstr,Function description,NotCoded,,,,
fnsaved,FUNCTION,fnsavedInstr,Function description,NotCoded,,,,
fnsavew,FUNCTION,fnsavewInstr,Function description,NotCoded,,,,
fnstenvw,FUNCTION,fnstenvwInstr,Function description,NotCoded,,,,
frstord,FUNCTION,frstordInstr,Function description,NotCoded,,,,
frstorw,FUNCTION,frstorwInstr,Function description,NotCoded,,,,
fsaved,FUNCTION,fsavedInstr,Function description,NotCoded,,,,
fsavew,FUNCTION,fsavewInstr,Function description,NotCoded,,,,
fstenvd,FUNCTION,fstenvdInstr,Function description,NotCoded,,,,
ibts,FUNCTION,ibtsInstr,Function description,NotCoded,,,,
movnti,FUNCTION,movntiInstr,Function description,NotCoded,,,,
paddsiw,FUNCTION,paddsiwInstr,Function description,NotCoded,BYTE,0x51,,
paveb,FUNCTION,pavebInstr,Function description,NotCoded,BYTE,0x50,,
pavgusb,FUNCTION,pavgusbInstr,Function description,NotCoded,BYTE,0x0F 0x0F 0x0BF _OWORD,,
pdistib,FUNCTION,pdistibInstr,Function description,NotCoded,BYTE,0x54,,
pmachriw,FUNCTION,pmachriwInstr,Function description,NotCoded,BYTE,0x5E,,
pmagw,FUNCTION,pmagwInstr,Function description,NotCoded,BYTE,0x52,,
pmulhriw,FUNCTION,pmulhriwInstr,Function description,NotCoded,BYTE,0x5D,,
pmulhrw,FUNCTION,pmulhrwInstr,Function description,NotCoded,BYTE,0x0B7,,
pmvgezb,FUNCTION,pmvgezbInstr,Function description,NotCoded,BYTE,0x05C,,
pmvlzb,FUNCTION,pmvlzbInstr,Function description,NotCoded,BYTE,0x05B,,
pmvnzb,FUNCTION,pmvnzbInstr,Function description,NotCoded,BYTE,0x05A,,
pmvzb,FUNCTION,pmvzbInstr,Function description,NotCoded,BYTE,0x058,,
pshufw,FUNCTION,pshufwInstr,Function description,NotCoded,,,,
psubsiw,FUNCTION,psubsiwInstr,Function description,NotCoded,BYTE,0x055,,
pswapd,FUNCTION,pswapdInstr,Function description,NotCoded,BYTE,0x0BB,,
xbts,FUNCTION,xbtsInstr,Function description,NotCoded,,,,
cvtps2pd,FUNCTION,cvtps2pdInstr,SSE/AVX Instruction,NotCoded,BYTE,0x5A,,
cvtsd2si,FUNCTION,cvtsd2siInstr,SSE/AVX Instruction,NotCoded,,,,
cvtsi2sd,FUNCTION,cvtsi2sdInstr,SSE/AVX Instruction,NotCoded,,,,
cvtsi2ss,FUNCTION,cvtsi2ssInstr,SSE/AVX Instruction,NotCoded,BYTE,0x0F3 0x2A,,
cvtss2si,FUNCTION,cvtss2siInstr,SSE/AVX Instruction,NotCoded,BYTE,0x0F3 0x2D,,
cvttpd2dq,FUNCTION,cvttpd2dqInstr,SSE/AVX Instruction,NotCoded,,,,
cvttps2dq,FUNCTION,cvttps2dqInstr,SSE/AVX Instruction,NotCoded,,,,
cvttsd2si,FUNCTION,cvttsd2siInstr,SSE/AVX Instruction,NotCoded,,,,
cvttss2si,FUNCTION,cvttss2siInstr,SSE/AVX Instruction,NotCoded,BYTE,0x0F3 0x2C,,
maskmovdqu,FUNCTION,maskmovdquInstr,SSE/AVX Instruction,NotCoded,,,,
movlhps,FUNCTION,movlhpsInstr,SSE/AVX Instruction,NotCoded,BYTE,0x16,,
movmskps,FUNCTION,movmskpsInstr,SSE/AVX Instruction,NotCoded,BYTE,0x50,,
movntdq,FUNCTION,movntdqInstr,SSE/AVX Instruction,NotCoded,,,,
movshdup,FUNCTION,movshdupInstr,SSE/AVX Instruction,NotCoded,,,,
movsldup,FUNCTION,movsldupInstr,SSE/AVX Instruction,NotCoded,,,,
pmovmskb,FUNCTION,pmovmskbInstr,SSE/AVX Instruction,NotCoded,BYTE,0x0EE,,
psadbw,FUNCTION,psadbwInstr,SSE/AVX Instruction,NotCoded,BYTE,0x0F6,,
pslldq,FUNCTION,pslldqInstr,SSE/AVX Instruction,NotCoded,,,,
psrldq,FUNCTION,psrldqInstr,SSE/AVX Instruction,NotCoded,,,,
option,FUNCTION,OptionDirective,Function description,OptionDirec,,,,
org,FUNCTION,OrgDirective,Function description,OrgDirec,,,,
out,FUNCTION,outInstr,Function description,outpInstr,,,,
outs,FUNCTION,outsInstr,Function description,OutSPInstr,,,,
lgdt,FUNCTION,lgdtInstr,Function description,PMDescInstr,BYTE,16,,
lidt,FUNCTION,lidtInstr,Function description,PMDescInstr,BYTE,24,,
sgdt,FUNCTION,sgdtInstr,Function description,PMDescInstr,BYTE,0,,
sidt,FUNCTION,sidtInstr,Function description,PMDescInstr,BYTE,8,,
lldt,FUNCTION,lldtInstr,Function description,PMInstr1,BYTE,0x0F 00 16,,
lmsw,FUNCTION,lmswInstr,Function description,PMInstr1,BYTE,0x0F 01 48,,
ltr,FUNCTION,ltrInstr,Function description,PMInstr2,BYTE,0x0F 00 24,,
sldt,FUNCTION,sldtInstr,Function description,PMInstr2,BYTE,0x0F 00 00,,
smsw,FUNCTION,smswInstr,Function description,PMInstr2,BYTE,0x0F 01 32,,
str,FUNCTION,strInstr,Function description,PMInstr2,BYTE,0x0F 0 8,,
verr,FUNCTION,verrInstr,Function description,PMInstr2,BYTE,0x0F 0 32,,
verw,FUNCTION,verwInstr,Function description,PMInstr2,BYTE,0x0F 0 40,,
lar,FUNCTION,larInstr,Function description,PMInstr3,BYTE,0x0F 0x02,,
lsl,FUNCTION,lslInstr,Function description,PMInstr3,BYTE,0x0F 0x03,,
pop,FUNCTION,popInstr,Function description,poppInstr,,,,
clflush,FUNCTION,clflushInstr,Function description,PrefetchPInstr,BYTE,0x0AE 56,,
prefetch,FUNCTION,prefetchInstr,Function description,PrefetchPInstr,BYTE,0x0D 0,,
prefetchnta,FUNCTION,prefetchntaInstr,Function description,PrefetchPInstr,BYTE,0x18 0,,
prefetcht0,FUNCTION,prefetcht0Instr,Function description,PrefetchPInstr,BYTE,0x18 8,,
prefetcht1,FUNCTION,prefetcht1Instr,Function description,PrefetchPInstr,BYTE,0x18 16,,
prefetcht2,FUNCTION,prefetcht2Instr,Function description,PrefetchPInstr,BYTE,0x18 24,,
prefetchw,FUNCTION,prefetchwInstr,Function description,PrefetchPInstr,BYTE,0x0D 16,,
public,FUNCTION,PublicDirective,Function description,PublicDirec,,,,
push,FUNCTION,pushInstr,Function description,pushpInstr,,,,
radix,FUNCTION,RadixDirective,Function description,RadixDirec,,,,
repeat,FUNCTION,RepeatDirective,Function description,RepeatDirec,,,,
rep,FUNCTION,repInstr,Function description,Repprefix,BYTE,0x0F3,,
repe,FUNCTION,repeInstr,Function description,Repprefix,BYTE,0x0F3,,
repne,FUNCTION,repneInstr,Function description,Repprefix,BYTE,0x0F2,,
repnz,FUNCTION,repnzInstr,Function description,Repprefix,BYTE,0x0F2,,
repz,FUNCTION,repzInstr,Function description,Repprefix,BYTE,0x0F3,,
resource,FUNCTION,ResourceDirective,Function description,ResourceDirec,WORD,(RCDefine),,
retfw,FUNCTION,retfwInstr,Function description,Ret16Instr,BYTE,0x0CB,,
retw,FUNCTION,retwInstr,Function description,Ret16Instr,BYTE,0x0C3,,
retd,FUNCTION,retdInstr,Function description,Ret32Instr,BYTE,0x0C3,,
retq,FUNCTION,retqInstr,Function description,Ret64Instr,BYTE,0x0C3,,
retfd,FUNCTION,retfdInstr,Function description,RetfP32Instr,BYTE,0x0CB,,
retfq,FUNCTION,retfqInstr,Function description,RetfP64Instr,BYTE,0x0CB,,
retf,FUNCTION,retfInstr,Function description,RetfPInstr,BYTE,0x0CB,,
ret,FUNCTION,retInstr,Function description,RetPInstr,BYTE,0x0C3,,
retn,FUNCTION,retnInstr,Function description,RetPInstr,BYTE,0x0C3,,
scas,FUNCTION,scasInstr,Function description,ScaSPInstr,,,,
section,FUNCTION,SegmentDirective,Function description,SegmentDirecNoLabel,WORD,(SegmentDirec),,
segment,FUNCTION,SegmentDirective,Function description,SegmentDirecNoLabel,WORD,(SegmentDirec),,
seta,FUNCTION,setaInstr,Function description,setInstr,BYTE,0x0F 0x97,,
setae,FUNCTION,setaeInstr,Function description,setInstr,BYTE,0x0F 0x93,,
setb,FUNCTION,setbInstr,Function description,setInstr,BYTE,0x0F 0x92,,
setbe,FUNCTION,setbeInstr,Function description,setInstr,BYTE,0x0F 0x96,,
setc,FUNCTION,setcInstr,Function description,setInstr,BYTE,0x0F 0x92,,
sete,FUNCTION,seteInstr,Function description,setInstr,BYTE,0x0F 0x94,,
setg,FUNCTION,setgInstr,Function description,setInstr,BYTE,0x0F 0x9F,,
setge,FUNCTION,setgeInstr,Function description,setInstr,BYTE,0x0F 0x9D,,
setl,FUNCTION,setlInstr,Function description,setInstr,BYTE,0x0F 0x9C,,
setle,FUNCTION,setleInstr,Function description,setInstr,BYTE,0x0F 0x9E,,
setna,FUNCTION,setnaInstr,Function description,setInstr,BYTE,0x0F 0x96,,
setnae,FUNCTION,setnaeInstr,Function description,setInstr,BYTE,0x0F 0x92,,
setnb,FUNCTION,setnbInstr,Function description,setInstr,BYTE,0x0F 0x93,,
setnbe,FUNCTION,setnbeInstr,Function description,setInstr,BYTE,0x0F 0x97,,
setnc,FUNCTION,setncInstr,Function description,setInstr,BYTE,0x0F 0x93,,
setne,FUNCTION,setneInstr,Function description,setInstr,BYTE,0x0F 0x95,,
setng,FUNCTION,setngInstr,Function description,setInstr,BYTE,0x0F 0x9E,,
setnge,FUNCTION,setngeInstr,Function description,setInstr,BYTE,0x0F 0x9C,,
setnl,FUNCTION,setnlInstr,Function description,setInstr,BYTE,0x0F 0x9D,,
setnle,FUNCTION,setnleInstr,Function description,setInstr,BYTE,0x0F 0x9F,,
setno,FUNCTION,setnoInstr,Function description,setInstr,BYTE,0x0F 0x91,,
setnp,FUNCTION,setnpInstr,Function description,setInstr,BYTE,0x0F 0x9B,,
setns,FUNCTION,setnsInstr,Function description,setInstr,BYTE,0x0F 0x99,,
